inVariable,inReportingUnitTypeCV,inReportingUnitName,inReportingUnitNativeID,inYear,inBenUse,inAmount,inTimeframeStart,inTimeframeEnd
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2015,Urban,100.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2011,Agriculture,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2011,Urban,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2012,Agriculture,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2012,Urban,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2013,Agriculture,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2013,Urban,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2014,Agriculture,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2014,Urban,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2015,Agriculture,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2015,Urban,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35713,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2011,Agriculture,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2011,Urban,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2012,Agriculture,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2012,Urban,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2013,Agriculture,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2013,Urban,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2014,Agriculture,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2014,Urban,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2015,Agriculture,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2015,Urban,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Salton Sea,DAU35733,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2011,Agriculture,22200.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2011,Urban,4900.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2012,Agriculture,27500.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2012,Urban,5600.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2013,Agriculture,26200.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2013,Urban,5900.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2014,Agriculture,28400.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2014,Urban,8600.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2015,Agriculture,28100.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2015,Urban,4300.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Sonoma,DAU39149,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2011,Agriculture,4800.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2011,Urban,19200.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2012,Agriculture,5400.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2012,Urban,20600.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2013,Agriculture,5800.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2013,Urban,21000.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2014,Agriculture,5800.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2014,Urban,20000.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2015,Agriculture,6500.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2015,Urban,16300.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,East Marin,DAU39221,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2011,Agriculture,5000.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2011,Urban,100.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2012,Agriculture,5900.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2012,Urban,100.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2013,Agriculture,5700.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2013,Urban,200.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2014,Agriculture,5500.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2014,Urban,100.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2015,Agriculture,5700.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2015,Urban,200.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Forsythe,DAU40123,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Coyote - Russian River,DAU40223,2011,Agriculture,5800.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote - Russian River,DAU40223,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote - Russian River,DAU40223,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote - Russian River,DAU40223,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote - Russian River,DAU40223,2011,Urban,100.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote - Russian River,DAU40223,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote - Russian River,DAU40223,2012,Agriculture,6900.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote - Russian River,DAU40223,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote - Russian River,DAU40223,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote - Russian River,DAU40223,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote - Russian River,DAU40223,2012,Urban,200.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote - Russian River,DAU40223,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote - Russian River,DAU40223,2013,Agriculture,5700.0,01/01/2013,12/31/2013
