Basin_Subbasin_Number,Basin_Subbasin_Name,Hydrologic_Region,Region_Office,Basin_Area_Acres,Basin_Area_SqMi,Project_Phase,C1_Population_Census,C1_Population_SqMi,C1_Priority_Points,C2_Population_Projection,C2_Population_Growth,C2_Zero_2010_Population,C2_Negative_or_No_Growth,C2_Postive_Growth_and_2010_Pop_1000,C2_Density_50_and_2010_Population_25000,C2_Priority_Points,C3_Public_Supply_Groundwater_Wells,C3_Public_Supply_Wells_SqMi,C3_Priority_Points,C4_Total_Groundwater_Wells,C4_Production_Wells_SqMi,C4_Priority_Points,C5_Irrigated_Acres,C5_Irrigated_Acres_SqMi,C5_Priority_Points,C6_Agricultural_Groundwater_AF,C6_Agricultural_ Surface_ Water_AF,C6_Agricultural_Total_Applied_Water_AF,C6_Agricultural_Groundwater_Percent_Supply,C6_Agricultural_Surface_Water_Percent_Supply,C6_Urban_Groundwater_AF,C6_Urban_Surface_Water_AF,C6_Urban_Purchased_Surface_Water_AF,C6_Urban_Total_Water_Use_AF,C6_Urban_Groundwater_Percent_Supply,C6_Urban_Surface&Purchased_Water_Percent_Supply,C6_Other_Groundwater,C6_Other_Surface_Water,C6_Groundwater_Use_AF,C6_Surface_Water_Use_AF,C6_Total_Water_Use_AF,C6a_Groundwater_Use_AF_BasinAcre,C6a_Points,C6b_Groundwater_Percent_Supply,C6b_Surface_Water_Percent_Supply,C6b_Points,C6_Priority_Points,C7_Impacts_Declining_Groundwater_Levels_Points,C7_Impacts_Declining_Groundwater_Levels_Comment,C7_Impacts_Subsidence_Points,C7_Impacts_Subsidence_Comment,C7_Impacts_Salt_Intrusion_Points,C7_Impacts_Salt_Intrusion_Comment,C7_Impacts_WQ_Detects,C7_WQ_MCL_Exceed,C7_WQ_Average_MCL_Exceedance,C7_WQ_Average_MCL_Exceed_Points,C7_WQ_Unique_Wells_Excd,C7_WQ_Wells_Excd_Per_PSW,C7_WQ_Wells_Excd_Per_PSW_Points,C7_WQ_Calculated_Points,C7_WQ_Other,C7_Impacts_Water_Quality_Points,C7_Impacts_Water_Quality_Comment,C7_Impacts_Total_Points,C7_Priority_Points,C8a_Streamflow_Points,C8a_Habitat_Points,C8a_Monitoring,C8a_Monitoring_and_GroundwaterThreshold_Adverse,C8a_Adverse_Adjustment,C8a_AdverseComment,C8a_HabitatSF_Priority_Points,C8b_BasinOtherInfo_Priority_Points,C8b_BasinOtherInfoComment,C8a_and_C8b_Priority_Points,C8c_2kGroundwater,C8c_9.5kGW_NoDocImpacts,C8c_Adjudication,C8c_Groundwater_NonAdj_AF,C8c_9.5kGW_NonAdj,C8c_CriticalOverdraft,C8c_OutOfBasinGWExports_SubstitutionTransfers,Substitution_Year,Substitution_Amt,Substitution_PriorityPoints,Total_Priority_Points,Priority,Priority_Change_2014_to_2018
6-096,Eagle Lake Area,North Lahontan,NRO,12699.48891,19.84295142,1,41,2,0,48,17.07,FALSE,FALSE,TRUE,TRUE,0,0,0,0,112,5.64,3,0,0,0,0,0,0,0,0,17,0,0,17,100,0,0,0,17,0,17,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
6-097,Horse Lake Valley,North Lahontan,NRO,3826.324745,5.978632414,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,471,78.78,2,0,1682,1682,0,100,0,0,0,0,0,0,0,0,0,1682,1682,0,0,0,100,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
6-098,Tuledad Canyon Valley,North Lahontan,NRO,5149.888017,8.046700028,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
6-099,Painters Flat,North Lahontan,NRO,6374.232575,9.959738399,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
6-100,Secret Valley,North Lahontan,NRO,33663.70609,52.59954077,1,26,0,0,31,19.23,FALSE,FALSE,TRUE,TRUE,0,0,0,0,18,0.34,1,"1,275",24.23,1,1534,2775,4309,35.6,64.4,4,0,0,4,100,0,0,0,1538,2775,4313,0.04,1,35,64,2,1.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
6-101,Bull Flat,North Lahontan,NRO,18117.13883,28.30802943,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
6-104,Long Valley,North Lahontan,NRO,46846.15569,73.19711827,1,141,2,0,89,-36.87,FALSE,TRUE,FALSE,TRUE,0,0,0,0,94,1.28,1,0,0,0,0,0,0,0,0,47,0,0,47,100,0,0,0,47,0,47,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
6-105,Slinkard Valley,North Lahontan,NCRO,4511.158896,7.048685776,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,0,0,1,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
6-106,Little Antelope Valley,North Lahontan,NCRO,2487.737587,3.88708998,1,31,8,1,35,12.9,FALSE,FALSE,TRUE,TRUE,0,0,0,0,4,1.02,1,0,0,0,0,0,0,0,0,4,0,0,4,100,0,0,0,4,0,4,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
6-107,Sweetwater Flat,North Lahontan,NCRO,4719.791866,7.374674791,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
6-108,Olympic Valley,North Lahontan,NCRO,701.9798952,1.096843586,1,471,429,2,392,-16.77,FALSE,TRUE,FALSE,FALSE,0,9,8.2,5,5,4.55,2,0,0,0,0,0,0,0,0,120,0,0,120,100,0,0,0,120,0,120,0.17,2,100,0,5,3.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,148,14,2.98,2,3,0.33,1,3,0,1,0,1,0,1,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-001,Lanfair Valley,Colorado River,SRO,156540.2817,244.5941902,1,19,0,0,19,0,FALSE,TRUE,FALSE,TRUE,0,0,0,0,24,0.09,1,0,0,0,0,0,0,0,0,7,0,0,7,100,0,0,0,7,0,7,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-002,Fenner Valley,Colorado River,SRO,452482.4968,707.0039014,1,31,0,0,31,0,FALSE,TRUE,FALSE,TRUE,0,4,0,0,41,0.05,1,0,0,0,0,0,0,0,0,13,0,0,13,100,0,0,0,13,0,13,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,94,12,1.7,1,2,0.5,2,3,0,1,0,1,0,0,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-003,Ward Valley,Colorado River,SRO,557586.4292,871.2287957,1,22,0,0,27,22.72,FALSE,FALSE,TRUE,TRUE,0,0,0,0,15,0.01,1,0,0,0,0,0,0,0,0,2,0,0,2,100,0,0,0,2,0,2,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-004,Rice Valley,Colorado River,SRO,188094.0718,293.8969873,1,23,0,0,23,0,FALSE,TRUE,FALSE,TRUE,0,0,0,0,4,0.01,1,0,0,0,0,0,0,0,0,4,0,0,4,100,0,0,0,4,0,4,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-005,Chuckwalla Valley,Colorado River,SRO,601573.1445,939.9580384,1,"7,853",8,1,"2,960",-62.3,FALSE,TRUE,FALSE,TRUE,0,12,0.01,1,86,0.09,1,871,0.92,0,6628,0,6628,100,0,2395,0,0,2395,100,0,0,0,9023,0,9023,0.01,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"1,382",902,3.59,3,6,0.5,2,5,0,1,0,1,0,1,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-006,Pinto Valley,Colorado River,SRO,182439.3844,285.0615381,1,7,0,0,25,257.14,FALSE,FALSE,TRUE,TRUE,0,1,0,0,4,0.01,1,0,0,0,0,0,0,0,0,1,0,0,1,100,0,0,0,1,0,1,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,31,2,1.35,1,2,2,5,6,0,2,0,2,0,0,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-007,Cadiz Valley,Colorado River,SRO,269847.8794,421.6373116,1,10,0,0,54,440,FALSE,FALSE,TRUE,TRUE,0,0,0,0,12,0.02,1,0,0,0,0,0,0,0,0,8,0,0,8,100,0,0,0,8,0,8,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-008,Bristol Valley,Colorado River,SRO,496816.2368,776.27537,1,27,0,0,27,0,FALSE,TRUE,FALSE,TRUE,0,1,0,0,36,0.04,1,569,0.73,0,3395,0,3395,100,0,22,0,0,22,100,0,0,0,3417,0,3417,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-009,Dale Valley,Colorado River,SRO,212533.2767,332.0832449,1,"1,197",4,0,"1,015",-15.2,FALSE,TRUE,FALSE,TRUE,0,2,0,0,405,1.21,1,2,0,0,14,0,14,100,0,156,0,0,156,100,0,0,0,170,0,170,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,19,6,2.95,2,2,1,4,6,0,2,0,2,0,1,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-010,Twentynine Palms Valley,Colorado River,SRO,62259.99131,97.28123643,1,"22,109",227,1,"17,590",-20.43,FALSE,TRUE,FALSE,FALSE,0,0,0,0,202,2.07,2,7,0.07,0,53,0,53,100,0,3277,0,0,3277,100,0,0,0,3330,0,3330,0.05,1,100,0,5,3, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-011,Copper Mountain Valley,Colorado River,SRO,30279.71174,47.3120496,1,"6,085",129,1,"12,045",97.94,FALSE,FALSE,FALSE,FALSE,5,3,0.06,1,71,1.5,1,0,0,0,0,0,0,0,0,928,0,0,928,100,0,0,0,928,0,928,0.03,1,100,0,5,3, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,156,2,1.27,1,2,0.67,2,3,0,1,0,1,0,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-012,Warren Valley,Colorado River,SRO,17475.7254,27.30582094,2,"17,761",650,2,"26,790",50.83,FALSE,FALSE,FALSE,FALSE,5,15,0.54,4,53,1.94,1,0,0,0,0,0,0,0,0,2802,0,0,2802,100,0,0,0,2801.835142,0,2801.835142,0.16,2,100,0,5,3.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"5,540",228,1.47,1,10,0.67,2,3,0,1,0,8.5,2,0,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,1,0,,1,FALSE,FALSE,TRUE,69,TRUE,FALSE,FALSE,0,0,0,0,Very Low,M/H to L/VL
7-013.01,Deadman Valley - Deadman Lake,Colorado River,SRO,89012.42422,139.0819129,1,22,0,0,22,0,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,100,0,0,0,4,0,4,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-013.02,Deadman Valley - Surprise Spring,Colorado River,SRO,29253.24006,45.7081876,1,179,4,0,277,54.74,FALSE,FALSE,TRUE,TRUE,0,11,0.24,2,9,0.19,1,0,0,0,0,0,0,0,0,26,0,0,26,100,0,0,0,26,0,26,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"1,057",54,3.03,3,7,0.64,2,5,0,1,0,1,0,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-014,Lavic Valley,Colorado River,SRO,102278.2512,159.8097675,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,0,0,6,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-015,Bessemer Valley,Colorado River,SRO,39067.71526,61.04330511,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,0,0,1,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-016,Ames Valley,Colorado River,SRO,108438.0829,169.4345045,1,"4,534",27,1,"5,001",10.29,FALSE,FALSE,FALSE,TRUE,0,14,0.08,1,306,1.8,1,0,0,0,0,0,0,0,0,817,0,0,817,100,0,0,0,817,0,817,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"1,260",227,5.18,4,9,0.64,2,6,0,2,0,2,0,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-017,Means Valley,Colorado River,SRO,14941.46804,23.34604381,1,46,2,0,95,106.52,FALSE,FALSE,TRUE,TRUE,0,0,0,0,9,0.38,1,0,0,0,0,0,0,0,0,12,0,0,12,100,0,0,0,12,0,12,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-018.01,Johnson Valley - Soggy Lake,Colorado River,SRO,77277.4185,120.7459664,1,354,3,0,354,0,FALSE,TRUE,FALSE,TRUE,0,2,0.01,1,124,1.02,1,0,0,0,0,0,0,0,0,93,0,0,93,100,0,0,0,93,0,93,0,0,100,0,5,2.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,74,8,1.95,1,1,0.5,2,3,0,1,0,1,0,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-018.02,Johnson Valley - Upper Johnson Valley,Colorado River,SRO,34782.06692,54.34697956,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,0,0,1,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-019,Lucerne Valley,Colorado River,SRO,147431.5469,230.361792,1,"3,311",14,1,"5,841",76.41,FALSE,FALSE,FALSE,TRUE,0,32,0.13,2,787,3.41,2,"1,119",4.85,1,6428,0,6428,100,0,537,0,0,537,100,0,0,0,6965,0,6965,0.04,1,100,0,5,3, -   ,No documented Groundwater Level Declines,10,"1) GPS survey, InSAR data, and analysis of water levels (Sneed et al., 2003)
Source: USGS: 
7-019_7b_WaterLevelWaterQualityandLandSubsidenceStudiesintheMojaveRiverandMorgonoGroundwaterBasinsSIRS2007-5097and2011-5234 <link>

2) Land surface subsided a maximum of nearly 70 mm (2.76 in.) from July 2004 to November 2009 south of Lucerne Lake at a fairly steady rate of about 13 mm/yr. (0.51 in./yr.) . A secondary subsidence feature of 40 mm (1.75 in.), subsided at a fairly steady rate of about 7 mm/yr. (0.28 in./yr.) on the western shore of Lucerne Lake during this same period.
Source: Various_7b_USGS_2004-2009MojaveRegionLand-SubsidenceStudyWebsite",0,No documented Saline Intrusion,499,12,2.75,2,5,0.16,1,3,0,1,0,11,3,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-020,Morongo Valley,Colorado River,SRO,7228.117255,11.29393321,1,"2,983",264,2,"4,860",62.92,FALSE,FALSE,FALSE,FALSE,5,9,0.79,4,258,22.84,5,1,0.08,0,3,0,3,100,0,1341,0,0,1341,100,0,0,0,1344,0,1344,0.18,2,100,0,5,3.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"1,044",356,1.45,1,8,0.89,3,4,0,1,0,1,0,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
7-021.01,Coachella Valley - Indio,Colorado River,SRO,297156.3923,464.3068631,1,"368,852",794,2,"670,413",81.75,FALSE,FALSE,FALSE,FALSE,5,206,0.44,3,675,1.45,1,"39,667",85.43,2,0,192297,192297,0,100,170277,875,0,171152,99.5,0.5,94470,0,264747,193172,457919,0.89,5,57,42,3,4, -   ,No documented Groundwater Level Declines,10,"1) It may be noted that preliminary results from a high-precision GPS survey in Sept/Oct 2015 indicate that much of the basin stopped subsiding since Sept 2010. The preliminary results also indicate that some areas near Palm Desert, Indian Wells, and La Quinta subsided since 2010, albeit at reduced rates compared to subsidence rates before 2010.
Source: USGS:
7-021.01_7b_LandSubsidenceGroundwaterLevelsandGeologyintheCoachellaValleyCA1993to2010SIR2014-5075USGS.pdf

2) ""USGS has commenced their  next round of subsidence monitoring in the Coachella Valley. This report will be available in 2018. Since 1990, CVWD has invested over $1 million to monitor land subsidence in the region."" 
Source: CVWD SGMA Alternative GSP (2016) 
7-021.01_7b_SGMA_AlternativeGSPBridgeDocumentIndio_Final.pdf

3)Text from the GSP Alternative Plan Bridge Document stated that …""decreased rates of subsidence, or uplift, were observed in the La Quinta area in 2010.""  Figure 2 in the comment document for Basin Prioritization showed that 3 of 7 survey locations showed subsidence between 2010 and 2015.  In other words, 43% of survey locations showed active subsidence between 2010 and 2015.
Source: 7-021.01_7b_SGMA_AlternativeGSPBridgeDocumentIndio_Final.pdf",0,No documented Saline Intrusion,"10,783",452,2.05,2,60,0.29,1,3,0,1,0,11,3,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,20,Medium,No Change
7-021.02,Coachella Valley - Mission Creek,Colorado River,SRO,48571.65891,75.89321706,1,"18,977",250,2,"43,945",131.56,FALSE,FALSE,FALSE,FALSE,5,22,0.28,3,208,2.74,2,0,0,0,0,0,0,0,0,5980,0,0,5980,100,0,0,0,5980,0,5980,0.12,2,100,0,5,3.5,7.5,"1) CASGEM/WDL/GWIDS: Long term hydrographs show groundwater level decline.
Source: 7-021.02_7a_Hydrographs_MissionCreek.pdf",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,868,183,1.4,1,7,0.32,1,2,0,0,0,7.5,2,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,17.5,Medium,No Change
7-021.03,Coachella Valley - Desert Hot Springs,Colorado River,SRO,100947.588,157.7306063,1,"22,565",143,1,"47,760",111.65,FALSE,FALSE,FALSE,FALSE,5,1,0,0,304,1.92,1,257,1.62,1,0,1390,1390,0,100,784,0,0,784,100,0,0,0,784,1390,2174,0,0,36,63,2,1,7.5,"1) CASGEM/WDL/GWIDS: Long term hydrographs show groundwater level decline.
Source: 7-021.03_7a_Hydrographs_DesertHotSprings.pdf",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,81,8,1.19,1,2,2,5,6,0,2,0,9.5,2,0,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
