OID_,ProjectID,RightID,ApplicationNumber,LegalDescription,SubSectionID,Section_,Township,Range,RangeDirectionID,HUC_12,Status,Use,Canal_System,Irrigation_District,County,NRD_1,Water_Division,Source,Current_Acres,Grant_,Units,PriorityDate,Longitude,Latitude
8521,1,13327,A-5183B,SE NW S33 T03N-R29W,4,33,3,29,2,102500040708.000000000000000,Active,IR - Irrigation from Natural Stream,,,Red Willow,Middle Republican,1B - Republican River,Republican River,10.600000000000000,0.110000000000000,CFS,2/25/1953 0:00:00,-100.602121012506174,40.185698908064019
8522,1,13328,A-5183C,SE NW S33 T03N-R29W,4,33,3,29,2,102500040708.000000000000000,Active,IR - Irrigation from Natural Stream,,,Red Willow,Middle Republican,1B - Republican River,Republican River,68.500000000000000,0.670000000000000,CFS,2/25/1953 0:00:00,-100.602121012506174,40.185698908064019
8523,1,13330,A-19595,SW NE S11 T31N-R53W,7,11,31,53,2,101402010107.000000000000000,Active,ST - Storage,,,Sioux,Upper Niobrara-White,2D - White River and White Clay Creek,Soldier Creek,,11.619999999999999,AF,4/30/2018 0:00:00,-103.507553245152053,42.677560533017591
8524,1,13331,A-19596,SW SE S09 T10N-R02W,15,9,10,2,2,102702030406.000000000000000,Active,WT - Wetlands,,,York,Upper Big Blue,1D - Big Blue River,Beaver Creek,,9.500000000000000,AF,5/7/2018 0:00:00,-97.544594226440623,40.843702952555908
8525,1,13333,A-11482B,SW NW S31 T02N-R15E,3,31,2,15,1,102400080401.000000000000000,Active,IR - Irrigation from Natural Stream,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big, North Fork",28.399999999999999,0.400000000000000,CFS,7/11/1968 0:00:00,-95.780387548608843,40.097485386303077
8526,1,13332,A-11482A,SE NW S31 T02N-R15E,4,31,2,15,1,102400080401.000000000000000,Active,IR - Irrigation from Natural Stream,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big, North Fork",262.600000000000023,3.750000000000000,CFS,7/11/1968 0:00:00,-95.776603873967090,40.096633318642141
8527,1,9464,D-1073,SW NE S28 T32N-R04E,7,28,32,4,1,101701011502.000000000000000,Active,IR - Irrigation from Natural Stream,,,Dixon,Lewis & Clark,2F - Upper Missouri River and Tributaries,Missouri River,228.000000000000000,1.630000000000000,CFS,7/4/1975 0:00:00,-96.963558814546317,42.723550990464837
8528,1,2758,A-10906,SW SW S26 T12N-R01E,11,26,12,1,1,102702010305.000000000000000,Active,IR - Irrigation from Natural Stream,,,Seward,Upper Big Blue,1D - Big Blue River,Lincoln Creek,62.000000000000000,0.890000000000000,CFS,7/27/1966 0:00:00,-97.289910510028193,40.977075606821231
8529,1,9546,A-14348,SW SE S16 T23N-R10E,15,16,23,10,1,102300010403.000000000000000,Active,IR - Irrigation from Natural Stream,,,Burt,Papio-Missouri River,2F - Upper Missouri River and Tributaries,Elm Creek,19.500000000000000,0.280000000000000,CFS,7/27/1976 0:00:00,-96.296752094914737,41.962450804570992
8530,1,9573,A-14192,SW SE S13 T20N-R11E,15,13,20,11,1,102300010611.000000000000000,Active,IR - Irrigation from Natural Stream,,,Burt,Papio-Missouri River,2F - Upper Missouri River and Tributaries,Combination Ditch,74.299999999999997,1.060000000000000,CFS,4/23/1976 0:00:00,-96.123062503780702,41.699349185013261
8531,1,13340,A-19600,NE SE S23 T23N-R10E,14,23,23,10,1,102300010406.000000000000000,Active,ST - Storage,,,Burt,Papio-Missouri River,2F - Upper Missouri River and Tributaries,"Silver Creek, Trib. To",,22.300000000000001,AF,6/21/2018 0:00:00,-96.252121881509325,41.949938139563081
8532,1,13341,A-9226A,SW SW S34 T05N-R07E,11,34,5,7,1,102702020407.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,Bear Creek,25.000000000000000,0.360000000000000,CFS,2/19/1957 0:00:00,-96.625252524061892,40.352760506449172
8533,1,13342,A-9226B,SW SW S34 T05N-R07E,11,34,5,7,1,102702020407.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,Bear Creek,5.000000000000000,0.070000000000000,CFS,2/19/1957 0:00:00,-96.625252524061892,40.352760506449172
8534,1,13337,A-8501A,SW NW S27 T06N-R09E,3,27,6,9,1,102400080108.000000000000000,Active,IR - Irrigation from Natural Stream,,,Johnson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big, North Fork",77.799999999999997,0.550000000000000,CFS,4/20/1956 0:00:00,-96.404637132514011,40.460805320237256
8535,1,13344,A-19602,NW NE S20 T05N-R07E,5,20,5,7,1,102702020406.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Gage,Lower Big Blue,1D - Big Blue River,Bear-Pierce-Cedar Creek Reservoir 3-B,101.700000000000003,17.500000000000000,AF,7/3/2018 0:00:00,-96.657019128432140,40.389380129827863
8536,1,13343,A-19601,SE SW S09 T05N-R06E,12,9,5,6,1,102702020402.000000000000000,Active,SS - Supplemental Storage (an appropriation that has a prior appropriation for storage),,,Gage,Lower Big Blue,1D - Big Blue River,Possum Creek,,24.899999999999999,AF,7/2/2018 0:00:00,-96.755116583568764,40.408452277766891
8537,1,13346,A-3783A,SE SE S19 T21N-R16W,16,19,21,16,2,102100070103.000000000000000,Active,IR - Irrigation from Natural Stream,,,Garfield,Lower Loup,2A - Loup River,"Loup River, North",17.899999999999999,0.150000000000000,CFS,11/8/1944 0:00:00,-99.202178147654678,41.772395610008665
8538,1,13347,A-3783B,SE SE S19 T21N-R16W,16,19,21,16,2,102100070103.000000000000000,Active,IR - Irrigation from Natural Stream,,,Garfield,Lower Loup,2A - Loup River,"Loup River, North",22.399999999999999,0.190000000000000,CFS,11/8/1944 0:00:00,-99.202178147654678,41.772395610008665
8539,1,13345,A-19603,SW NE S20 T05N-R07E,7,20,5,7,1,102702020406.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,Pierce Creek,101.700000000000003,1.450000000000000,CFS,7/3/2018 0:00:00,-96.654191839462086,40.388516505874563
8540,1,3254,A-13644,NE NE S26 T10N-R01W,6,26,10,1,2,102702030408.000000000000000,Active,IR - Irrigation from Natural Stream,,,York,Upper Big Blue,1D - Big Blue River,Beaver Creek,8.000000000000000,0.110000000000000,CFS,7/2/1975 0:00:00,-97.387887249295105,40.813308558380875
8541,1,13338,A-8501B,SW NW S27 T06N-R09E,3,27,6,9,1,102400080108.000000000000000,Active,IR - Irrigation from Natural Stream,,,Johnson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big, North Fork",23.399999999999999,0.170000000000000,CFS,4/20/1956 0:00:00,-96.404637132514011,40.460805320237256
8542,1,13339,A-8501C,SE NW S27 T06N-R09E,4,27,6,9,1,102400080108.000000000000000,Active,IR - Irrigation from Natural Stream,,,Johnson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big, North Fork",30.800000000000001,0.220000000000000,CFS,4/20/1956 0:00:00,-96.400272041514825,40.460568001466392
8543,1,5279,A-15246,NW SW S28 T13N-R12W,9,28,13,12,2,102100030707.000000000000000,Active,IR - Irrigation from Natural Stream,,,Howard,Lower Loup,2A - Loup River,"Loup River, Middle",63.000000000000000,0.630000000000000,CFS,4/25/1978 0:00:00,-98.709423762806708,41.067954376978363
8544,1,8811,A-18194,NW SW S28 T13N-R12W,9,28,13,12,2,102100030707.000000000000000,Active,IR - Irrigation from Natural Stream,,,Howard,Lower Loup,2A - Loup River,"Loup River, Middle",63.000000000000000,0.270000000000000,CFS,10/7/2003 0:00:00,-98.709448898392722,41.067952314282216
8545,1,13350,A-19606R,NW SW S28 T13N-R12W,9,28,13,12,2,102100030707.000000000000000,Active,IR - Irrigation from Natural Stream,,,Howard,Lower Loup,2A - Loup River,"Loup River, Middle",52.700000000000003,0.750000000000000,CFS,8/13/2018 0:00:00,-98.709423762806708,41.067954376978363
8546,1,13353,A-19605,SW SW S26 T12N-R01E,11,26,12,1,1,102702010305.000000000000000,Active,IR - Irrigation from Natural Stream,,,Seward,Upper Big Blue,1D - Big Blue River,Lincoln Creek,10.500000000000000,0.150000000000000,CFS,8/21/2018 0:00:00,-97.289910510028193,40.977075606821231
8547,1,13354,A-19658,NW SE S06 T32N-R01W,13,6,32,1,2,101701011202.000000000000000,Active,IR - Irrigation from Natural Stream,,,Cedar,Lewis & Clark,2F - Upper Missouri River and Tributaries,Beaver Creek,243.000000000000000,3.470000000000000,CFS,5/22/2019 0:00:00,-97.471898315022528,42.777358494937829
8548,1,13348,A-19064,SW NE S35 T18N-R17W,7,35,18,17,2,102100030503.000000000000000,Active,IR - Irrigation from Natural Stream,MLPP&ID Canal No. 3 and 4,Middle Loup Public Power & Irrigation District,Custer,Lower Loup,2A - Loup River,"Loup River, Middle",40.899999999999999,0.580000000000000,CFS,8/8/2018 0:00:00,-99.239935792904603,41.490368524707954
8549,1,365,A-6030,NW NE S16 T13N-R33W,5,16,13,33,2,101900180606.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),Sutherland Canal,Nebraska Public Power District,Lincoln,Twin Platte,1A - Platte River,Sutherland Reservoir,40.000000000000000,0.000000000000000,AF,3/4/1954 0:00:00,-101.104768874330247,41.104504250088553
8550,1,380,A-15847,NW NE S16 T13N-R33W,5,16,13,33,2,101900180606.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),Sutherland Canal,Nebraska Public Power District,Lincoln,Twin Platte,1A - Platte River,Sutherland Reservoir,60.000000000000000,0.000000000000000,AF,4/20/1981 0:00:00,-101.104698366378159,41.104540797186182
8551,1,363,A-4889,SE SE S02 T14N-R38W,16,2,14,38,2,101800140406.000000000000000,Active,IR - Irrigation from Natural Stream,Sutherland Canal,Nebraska Public Power District,Keith,Twin Platte,1A - Platte River,North Platte River,51.000000000000000,0.680000000000000,CFS,7/13/1951 0:00:00,-101.636440730585036,41.209726517092271
8552,1,384,A-16923,SE SE S02 T14N-R38W,16,2,14,38,2,101800140406.000000000000000,Active,IR - Irrigation from Natural Stream,Sutherland Canal,Nebraska Public Power District,Keith,Twin Platte,1A - Platte River,North Platte River,170.000000000000000,2.430000000000000,CFS,1/30/1990 0:00:00,-101.636536658210190,41.209796267232079
8553,1,329,A-4403,NW SE S27 T16N-R42W,13,27,16,42,2,101800140103.000000000000000,Active,ST - Storage,,,Garden,North Platte,1A - Platte River,Ash Creek,,19.000000000000000,AF,12/16/1948 0:00:00,-102.117638685862701,41.326293285755838
8554,1,330,A-4745,SE NE S34 T16NR42W,8,34,16,42,2,101800140103.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Garden,North Platte,1A - Platte River,Clark Reservoir,60.000000000000000,19.000000000000000,AF,9/6/1950 0:00:00,-102.115283723401049,41.317345472224375
8555,1,194,A-4981,SE NW S01 T19N-R55W,4,1,19,55,2,101800130204.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Banner,North Platte,1A - Platte River,Airedale Reservoir No. 3,308.500000000000000,31.100000000000001,AF,3/28/1951 0:00:00,-103.612012640899735,41.649671144642092
8556,1,195,A-4981,SE NW S01 T19N-R55W,4,1,19,55,2,101800130204.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Banner,North Platte,1A - Platte River,Airedale Reservoir No. 3,387.000000000000000,0.000000000000000,AF,3/28/1951 0:00:00,-103.612012640899735,41.649671144642092
8557,1,196,A-4981,SE NW S01 T19N-R55W,4,1,19,55,2,101800130204.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Banner,North Platte,1A - Platte River,Airedale Reservoir No. 3,226.000000000000000,0.000000000000000,AF,3/28/1951 0:00:00,-103.612012640899735,41.649671144642092
8558,1,197,A-4981,SE NW S01 T19N-R55W,3,1,19,55,2,101800130204.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Banner,North Platte,1A - Platte River,Airedale Reservoir No. 3,104.000000000000000,0.000000000000000,AF,3/28/1951 0:00:00,-103.612012640899735,41.649671144642092
8559,1,198,A-4981,SE NW S01 T19N-R55W,4,1,19,55,2,101800130204.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Banner,North Platte,1A - Platte River,Airedale Reservoir No. 3,36.000000000000000,0.000000000000000,AF,3/28/1951 0:00:00,-103.612012640899735,41.649671144642092
8560,1,383,A-16922,NW NW S07 T12N-R30W,1,7,12,30,2,101900180706.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),Sutherland Canal,Nebraska Public Power District,Lincoln,Twin Platte,1A - Platte River,Lake Maloney,170.000000000000000,0.000000000000000,AF,1/30/1990 0:00:00,-100.787984655156365,41.032056794167232
8561,1,8098,A-16920,SE SE S03 T32N-R22W,16,3,32,22,2,101500041402.000000000000000,Active,DO - Domestic,,,Keya Paha,Middle Niobrara,2C - Niobrara River,Niobrara River,,0.020000000000000,CFS,1/30/1990 0:00:00,-99.876366190191618,42.770278507830909
8562,1,4446,A-18199,NW SW S11 T05N-R15E,9,11,5,15,1,102400050102.000000000000000,Active,DO - Domestic,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,"Missouri River, Trib. To",,0.010000000000000,CFS,10/27/2003 0:00:00,-95.705130096554186,40.411406202525754
8563,1,13360,A-13488B,NE NW S17 T06N-R09E,2,17,6,9,1,102400080104.000000000000000,Active,IR - Irrigation from Natural Stream,,,Johnson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big, North Fork",28.699999999999999,0.410000000000000,AF,3/21/1975 0:00:00,-96.439536369562902,40.491973621091084
8564,1,13359,A-13488A,NW NW S17 T06N-R09E,1,17,6,9,1,102400080104.000000000000000,Active,IR - Irrigation from Natural Stream,,,Johnson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big, North Fork",10.300000000000001,0.150000000000000,CFS,3/21/1975 0:00:00,-96.442424704669875,40.493450049134495
8565,1,13361,A-19681,NE NW S06 T03N-R12E,2,6,3,12,1,102400080204.000000000000000,Active,IR - Irrigation from Natural Stream,,,Pawnee,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big, North Fork",155.400000000000006,2.220000000000000,CFS,12/30/2019 0:00:00,-96.116891726030758,40.262232335017387
8566,1,13362,A-19687,NE SE S07 T03N-R12E,14,7,3,12,1,102400080204.000000000000000,Active,IR - Irrigation from Natural Stream,,,Pawnee,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big, North Fork",150.699999999999989,2.150000000000000,CFS,2/18/2020 0:00:00,-96.106039162583230,40.239528372046294
8567,1,3982,A-16102,NE NE S08 T02N-R07E,6,8,2,7,1,102702020603.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,"Blue River, Big",105.000000000000000,1.500000000000000,CFS,5/7/1982 0:00:00,-96.655420857690046,40.159203801593144
8568,1,13368,A-19616,SE SW S10 T03N-R14E,12,10,3,14,1,102400080303.000000000000000,Active,IR - Irrigation from Natural Stream,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Muddy Creek, Little",81.000000000000000,1.160000000000000,CFS,10/15/2018 0:00:00,-95.834947897984890,40.233833150679509
8569,1,13115,A-19430,SW SW S14 T02N-R14E,11,14,2,14,1,102400080401.000000000000000,Active,ST - Storage,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Barneys Branch, Trib to",,22.100000000000001,AF,4/11/2016 0:00:00,-95.818458161538487,40.134492825834229
8570,1,13369,A-19614,NW SW S14 T02N-R14E,9,14,2,14,1,102400080401.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,Kean Pond 2,5.000000000000000,0.800000000000000,AF,10/9/2018 0:00:00,-95.818488358629835,40.135166519255982
8571,1,13370,A-19615,NW SW S14 T02N-R14E,9,14,2,14,1,102400080401.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,Kean Pond 2,134.500000000000000,21.300000000000001,AF,10/9/2018 0:00:00,-95.818488358629835,40.135166519255982
8572,1,13367,A-9538C,NW SE S31 T01N-R18E,5,31,1,18,1,102400080409.000000000000000,Active,IR - Irrigation from Natural Stream,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big",75.000000000000000,1.070000000000000,CFS,7/25/1957 0:00:00,-95.434654079076822,40.013973636516241
8573,1,13365,A-9538A,NE SW S36 T01N-R17E,2,36,1,17,1,102400080409.000000000000000,Active,IR - Irrigation from Natural Stream,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big",166.000000000000000,2.370000000000000,CFS,7/25/1957 0:00:00,-95.458266471027244,40.014197519591093
8574,1,13366,A-9538B,NE NE S36 T01N-R17E,6,36,1,17,1,102400080409.000000000000000,Active,IR - Irrigation from Natural Stream,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big",18.000000000000000,0.260000000000000,CFS,7/25/1957 0:00:00,-95.445947818180812,40.013830404245979
8575,1,13371,A-9887A,NE NW S36 T01N-R17E,2,36,1,17,1,102400080409.000000000000000,Active,IR - Irrigation from Natural Stream,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big",45.000000000000000,0.640000000000000,CFS,2/6/1961 0:00:00,-95.457989885873474,40.013622643760208
8576,1,13372,A-9887B,NE NE S36 T01N-R17E,6,36,1,17,1,102400080409.000000000000000,Active,IR - Irrigation from Natural Stream,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big",235.000000000000000,3.360000000000000,CFS,2/6/1961 0:00:00,-95.445049148040951,40.013665003258517
8577,1,13032,A-19356,SE NW S07 T07N-R12E,4,7,7,12,1,102400060208.000000000000000,Active,IR - Irrigation from Natural Stream,,,Otoe,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Little, Trib. To",149.000000000000000,2.130000000000000,CFS,4/20/2015 0:00:00,-96.118181049688104,40.590153527584320
8578,1,13375,A-19618,NE NW S31 T01N-R08E,2,31,1,8,1,102702050103.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,Mission Creek,38.500000000000000,0.550000000000000,CFS,10/24/2018 0:00:00,-96.571783920891448,40.013679804501606
8579,1,12911,A-19218,SW NE S31 T08N-R13E,7,31,8,13,1,102400060304.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Otoe,Nemaha,1F - Nemaha River and Lower Missouri River,McGinnis Reservoir,65.099999999999994,68.799999999999997,AF,3/27/2014 0:00:00,-95.998201731754961,40.619836999794813
8580,1,5760,A-1207,NE NE S20 T19N-R14W,6,20,19,14,2,102100070602.000000000000000,Active,DO - Domestic,,,Valley,Lower Loup,2A - Loup River,Dane Creek,0.800000000000000,0.020000000000000,CFS,7/5/1912 0:00:00,-98.944631948033575,41.609756223235848
8581,1,13379,A-19622,NE SE S08 T27N-R07E,14,8,27,7,1,102300010303.000000000000000,Active,ST - Storage,,,Dakota,Papio-Missouri River,2F - Upper Missouri River and Tributaries,Pigeon Creek,,297.500000000000000,AF,11/30/2018 0:00:00,-96.629167226164910,42.328310442613791
