AllocationNativeID,MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,OwnerClassificationCVPopulationServed,PowerType,PrimaryUseCategory,WaterAllocationNativeURL,OwnerClassificationCV,PopulationServed
A-9265,NEDNR_Water Rights,NEDNR,NEwr_S9929,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-27,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9269,NEDNR_Water Rights,NEDNR,"NEwr_S2109,NEwr_S2110",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-01,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9275A,NEDNR_Water Rights,NEDNR,"NEwr_S3798,NEwr_S3799",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-01,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9275B,NEDNR_Water Rights,NEDNR,"NEwr_S992,NEwr_S991",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-01,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9275C,NEDNR_Water Rights,NEDNR,"NEwr_S993,NEwr_S994",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-01,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9279,NEDNR_Water Rights,NEDNR,"NEwr_S8110,NEwr_S8111",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-02,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9282A,NEDNR_Water Rights,NEDNR,"NEwr_S168,NEwr_S165,NEwr_S166,NEwr_S167",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9282B,NEDNR_Water Rights,NEDNR,"NEwr_S171,NEwr_S172,NEwr_S170,NEwr_S169",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9283,NEDNR_Water Rights,NEDNR,"NEwr_S2108,NEwr_S2107",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9284,NEDNR_Water Rights,NEDNR,"NEwr_S5350,NEwr_S5349",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9286,NEDNR_Water Rights,NEDNR,"NEwr_S8772,NEwr_S8773",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9287A,NEDNR_Water Rights,NEDNR,NEwr_S1095,NEDNR_Allocation,,,,,,,,,,Active,,1957-03-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9287B,NEDNR_Water Rights,NEDNR,"NEwr_S1096,NEwr_S1097",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9289,NEDNR_Water Rights,NEDNR,NEwr_S3815,NEDNR_Allocation,,,,,,,,,,Active,,1957-03-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9300,NEDNR_Water Rights,NEDNR,"NEwr_S2104,NEwr_S2106,NEwr_S2105",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-07,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9304,NEDNR_Water Rights,NEDNR,NEwr_S9572,NEDNR_Allocation,,,,,,,,,,Active,,1957-03-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9306,NEDNR_Water Rights,NEDNR,NEwr_S11071,NEDNR_Allocation,,,,,,,,,,Active,,1957-03-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9309A,NEDNR_Water Rights,NEDNR,NEwr_S10810,NEDNR_Allocation,,,,,,,,,,Active,,1957-03-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9309B,NEDNR_Water Rights,NEDNR,NEwr_S10811,NEDNR_Allocation,,,,,,,,,,Active,,1957-03-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9316,NEDNR_Water Rights,NEDNR,NEwr_S10547,NEDNR_Allocation,,,,,,,,,,Active,,1957-03-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9322,NEDNR_Water Rights,NEDNR,"NEwr_S2114,NEwr_S2113",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9324,NEDNR_Water Rights,NEDNR,NEwr_S5351,NEDNR_Allocation,,,,,,,,,,Active,,1957-03-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9339,NEDNR_Water Rights,NEDNR,NEwr_S5352,NEDNR_Allocation,,,,,,,,,,Active,,1957-03-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-934,NEDNR_Water Rights,NEDNR,NEwr_S7830,NEDNR_Allocation,,,,,,,,,,Active,,1909-02-17,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9347,NEDNR_Water Rights,NEDNR,NEwr_S2122,NEDNR_Allocation,,,,,,,,,,Active,,1957-03-14,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9356,NEDNR_Water Rights,NEDNR,NEwr_S2125,NEDNR_Allocation,,,,,,,,,,Active,,1957-03-16,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-936,NEDNR_Water Rights,NEDNR,"NEwr_S4867,NEwr_S4868",NEDNR_Allocation,,,,,,,,,,Active,,1909-03-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9364,NEDNR_Water Rights,NEDNR,"NEwr_S10276,NEwr_S10275",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9372,NEDNR_Water Rights,NEDNR,"NEwr_S11077,NEwr_S11078",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-937A,NEDNR_Water Rights,NEDNR,NEwr_S6311,NEDNR_Allocation,,,,,,,,,,Active,,1909-03-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-937B,NEDNR_Water Rights,NEDNR,NEwr_S6354,NEDNR_Allocation,,,,,,,,,,Active,,1909-03-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-937C,NEDNR_Water Rights,NEDNR,NEwr_S6330,NEDNR_Allocation,,,,,,,,,,Active,,1909-03-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9388,NEDNR_Water Rights,NEDNR,NEwr_S2129,NEDNR_Allocation,,,,,,,,,,Active,,1957-03-21,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9396,NEDNR_Water Rights,NEDNR,"NEwr_S7566,NEwr_S7564,NEwr_S7565",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-23,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9408A,NEDNR_Water Rights,NEDNR,"NEwr_S6650,NEwr_S6649",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-27,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9408B,NEDNR_Water Rights,NEDNR,"NEwr_S1997,NEwr_S1996",NEDNR_Allocation,,,,,,,,,,Active,,1957-03-27,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9417,NEDNR_Water Rights,NEDNR,NEwr_S9699,NEDNR_Allocation,,,,,,,,,,Active,,1957-03-30,,09/30,04/01,,23.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9423,NEDNR_Water Rights,NEDNR,NEwr_S2036,NEDNR_Allocation,,,,,,,,,,Active,,1957-04-01,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9428,NEDNR_Water Rights,NEDNR,"NEwr_S2101,NEwr_S2100",NEDNR_Allocation,,,,,,,,,,Active,,1957-04-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9438A,NEDNR_Water Rights,NEDNR,"NEwr_S11317,NEwr_S11318",NEDNR_Allocation,,,,,,,,,,Active,,1957-04-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9442,NEDNR_Water Rights,NEDNR,NEwr_S2066,NEDNR_Allocation,,,,,,,,,,Active,,1957-04-11,,09/30,04/01,,176.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9446,NEDNR_Water Rights,NEDNR,"NEwr_S8998,NEwr_S8997",NEDNR_Allocation,,,,,,,,,,Active,,1957-04-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9452,NEDNR_Water Rights,NEDNR,NEwr_S2072,NEDNR_Allocation,,,,,,,,,,Active,,1957-04-17,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9454,NEDNR_Water Rights,NEDNR,NEwr_S2031,NEDNR_Allocation,,,,,,,,,,Active,,1957-04-17,,09/30,04/01,,14.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9459,NEDNR_Water Rights,NEDNR,"NEwr_S2058,NEwr_S2059,NEwr_S2057,NEwr_S2056",NEDNR_Allocation,,,,,,,,,,Active,,1957-04-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9460,NEDNR_Water Rights,NEDNR,"NEwr_S2080,NEwr_S2079,NEwr_S2081,NEwr_S2082",NEDNR_Allocation,,,,,,,,,,Active,,1957-04-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9462,NEDNR_Water Rights,NEDNR,"NEwr_S12114,NEwr_S12113",NEDNR_Allocation,,,,,,,,,,Active,,1957-04-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9463,NEDNR_Water Rights,NEDNR,NEwr_S6992,NEDNR_Allocation,,,,,,,,,,Active,,1957-04-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9467,NEDNR_Water Rights,NEDNR,"NEwr_S6262,NEwr_S6264,NEwr_S6261,NEwr_S6265,NEwr_S6263",NEDNR_Allocation,,,,,,,,,,Active,,1957-04-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9469,NEDNR_Water Rights,NEDNR,NEwr_S11506,NEDNR_Allocation,,,,,,,,,,Active,,1956-11-19,,09/30,04/01,,21.0,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9471,NEDNR_Water Rights,NEDNR,NEwr_S8830,NEDNR_Allocation,,,,,,,,,,Active,,1957-04-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9473,NEDNR_Water Rights,NEDNR,NEwr_S2017,NEDNR_Allocation,,,,,,,,,,Active,,1957-04-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9474,NEDNR_Water Rights,NEDNR,"NEwr_S5836,NEwr_S5837",NEDNR_Allocation,,,,,,,,,,Active,,1946-09-19,,09/30,04/01,,10.0,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9478,NEDNR_Water Rights,NEDNR,NEwr_S9001,NEDNR_Allocation,,,,,,,,,,Active,,1957-04-30,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9479,NEDNR_Water Rights,NEDNR,NEwr_S7703,NEDNR_Allocation,,,,,,,,,,Active,,1957-04-30,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9484,NEDNR_Water Rights,NEDNR,NEwr_S11215,NEDNR_Allocation,,,,,,,,,,Active,,1957-05-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9487,NEDNR_Water Rights,NEDNR,NEwr_S10093,NEDNR_Allocation,,,,,,,,,,Active,,1957-05-06,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9494,NEDNR_Water Rights,NEDNR,"NEwr_S2026,NEwr_S2024,NEwr_S2023,NEwr_S2027,NEwr_S2025",NEDNR_Allocation,,,,,,,,,,Active,,1957-05-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9495,NEDNR_Water Rights,NEDNR,"NEwr_S2012,NEwr_S2013",NEDNR_Allocation,,,,,,,,,,Active,,1957-05-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9498,NEDNR_Water Rights,NEDNR,NEwr_S2102,NEDNR_Allocation,,,,,,,,,,Active,,1957-05-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9499,NEDNR_Water Rights,NEDNR,"NEwr_S5147,NEwr_S5148,NEwr_S5146",NEDNR_Allocation,,,,,,,,,,Active,,1957-05-16,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9500,NEDNR_Water Rights,NEDNR,"NEwr_S5145,NEwr_S2052,NEwr_S5144,NEwr_S2050,NEwr_S5143,NEwr_S2051",NEDNR_Allocation,,,,,,,,,,Active,,1957-05-16,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9501,NEDNR_Water Rights,NEDNR,NEwr_S10695,NEDNR_Allocation,,,,,,,,,,Active,,1955-05-09,,09/30,04/01,,43.0,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9507,NEDNR_Water Rights,NEDNR,"NEwr_S7061,NEwr_S7056,NEwr_S7060,NEwr_S7058,NEwr_S7059,NEwr_S7057",NEDNR_Allocation,,,,,,,,,,Active,,1957-05-25,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9509,NEDNR_Water Rights,NEDNR,"NEwr_S2040,NEwr_S2039",NEDNR_Allocation,,,,,,,,,,Active,,1957-05-27,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9516,NEDNR_Water Rights,NEDNR,NEwr_S10233,NEDNR_Allocation,,,,,,,,,,Active,,1957-06-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9517,NEDNR_Water Rights,NEDNR,NEwr_S5131,NEDNR_Allocation,,,,,,,,,,Active,,1957-06-17,,09/30,04/01,,129400.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9518R,NEDNR_Water Rights,NEDNR,NEwr_S5132,NEDNR_Allocation,,,,,,,,,,Active,,1957-06-17,,09/30,04/01,,26000.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9526,NEDNR_Water Rights,NEDNR,NEwr_S2077,NEDNR_Allocation,,,,,,,,,,Active,,1957-07-02,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9534,NEDNR_Water Rights,NEDNR,"NEwr_S10182,NEwr_S10181",NEDNR_Allocation,,,,,,,,,,Active,,1957-07-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9536,NEDNR_Water Rights,NEDNR,NEwr_S9487,NEDNR_Allocation,,,,,,,,,,Active,,1957-07-24,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9537,NEDNR_Water Rights,NEDNR,NEwr_S9512,NEDNR_Allocation,,,,,,,,,,Active,,1957-07-24,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9538A,NEDNR_Water Rights,NEDNR,"NEwr_S7219,NEwr_S7220",NEDNR_Allocation,,,,,,,,,,Active,,1957-07-25,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9538B,NEDNR_Water Rights,NEDNR,NEwr_S7221,NEDNR_Allocation,,,,,,,,,,Active,,1957-07-25,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9538C,NEDNR_Water Rights,NEDNR,NEwr_S7222,NEDNR_Allocation,,,,,,,,,,Active,,1957-07-25,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9545,NEDNR_Water Rights,NEDNR,NEwr_S10035,NEDNR_Allocation,,,,,,,,,,Active,,1957-08-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9550,NEDNR_Water Rights,NEDNR,NEwr_S6951,NEDNR_Allocation,,,,,,,,,,Active,,1957-08-14,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9556,NEDNR_Water Rights,NEDNR,NEwr_S7049,NEDNR_Allocation,,,,,,,,,,Active,,1957-08-23,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9561,NEDNR_Water Rights,NEDNR,NEwr_S2093,NEDNR_Allocation,,,,,,,,,,Active,,1957-09-06,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9562,NEDNR_Water Rights,NEDNR,NEwr_S10302,NEDNR_Allocation,,,,,,,,,,Active,,1957-09-10,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9563,NEDNR_Water Rights,NEDNR,NEwr_S11598,NEDNR_Allocation,,,,,,,,,,Active,,1957-09-14,,09/30,04/01,,276.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9570,NEDNR_Water Rights,NEDNR,NEwr_S9921,NEDNR_Allocation,,,,,,,,,,Active,,1957-09-17,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9572,NEDNR_Water Rights,NEDNR,"NEwr_S2074,NEwr_S2073",NEDNR_Allocation,,,,,,,,,,Active,,1957-09-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9573,NEDNR_Water Rights,NEDNR,NEwr_S2014,NEDNR_Allocation,,,,,,,,,,Active,,1957-09-30,,09/30,04/01,,33.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9574,NEDNR_Water Rights,NEDNR,"NEwr_S3918,NEwr_S3917",NEDNR_Allocation,,,,,,,,,,Active,,1957-10-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9577,NEDNR_Water Rights,NEDNR,NEwr_S2085,NEDNR_Allocation,,,,,,,,,,Active,,1957-11-04,,09/30,04/01,,34.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9578,NEDNR_Water Rights,NEDNR,NEwr_S2092,NEDNR_Allocation,,,,,,,,,,Active,,1957-11-12,,09/30,04/01,,31.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9579,NEDNR_Water Rights,NEDNR,"NEwr_S5354,NEwr_S5355,NEwr_S5353",NEDNR_Allocation,,,,,,,,,,Active,,1957-11-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9580,NEDNR_Water Rights,NEDNR,NEwr_S3445,NEDNR_Allocation,,,,,,,,,,Active,,1957-12-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9581,NEDNR_Water Rights,NEDNR,"NEwr_S11089,NEwr_S11090",NEDNR_Allocation,,,,,,,,,,Active,,1957-12-21,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9591,NEDNR_Water Rights,NEDNR,NEwr_S10496,NEDNR_Allocation,,,,,,,,,,Active,,1958-02-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9592,NEDNR_Water Rights,NEDNR,NEwr_S7148,NEDNR_Allocation,,,,,,,,,,Active,,1958-02-10,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9599,NEDNR_Water Rights,NEDNR,"NEwr_S11108,NEwr_S11110,NEwr_S11109,NEwr_S11107",NEDNR_Allocation,,,,,,,,,,Active,,1958-03-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9600,NEDNR_Water Rights,NEDNR,NEwr_S10036,NEDNR_Allocation,,,,,,,,,,Active,,1958-03-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9601,NEDNR_Water Rights,NEDNR,NEwr_S2063,NEDNR_Allocation,,,,,,,,,,Active,,1958-03-14,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9603,NEDNR_Water Rights,NEDNR,NEwr_S2078,NEDNR_Allocation,,,,,,,,,,Active,,1958-03-20,,09/30,04/01,,16.9,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9607,NEDNR_Water Rights,NEDNR,NEwr_S1998,NEDNR_Allocation,,,,,,,,,,Active,,1958-03-26,,09/30,04/01,,191.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9609,NEDNR_Water Rights,NEDNR,NEwr_S2041,NEDNR_Allocation,,,,,,,,,,Active,,1958-03-31,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9611,NEDNR_Water Rights,NEDNR,NEwr_S11081,NEDNR_Allocation,,,,,,,,,,Active,,1958-04-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9613R,NEDNR_Water Rights,NEDNR,NEwr_S4659,NEDNR_Allocation,,,,,,,,,,Active,,1958-04-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9622,NEDNR_Water Rights,NEDNR,NEwr_S4135,NEDNR_Allocation,,,,,,,,,,Active,,1958-05-20,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9622R,NEDNR_Water Rights,NEDNR,NEwr_S4089,NEDNR_Allocation,,,,,,,,,,Active,,1958-05-20,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9623,NEDNR_Water Rights,NEDNR,NEwr_S5071,NEDNR_Allocation,,,,,,,,,,Active,,1958-05-21,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9628,NEDNR_Water Rights,NEDNR,NEwr_S10405,NEDNR_Allocation,,,,,,,,,,Active,,1958-06-17,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9631,NEDNR_Water Rights,NEDNR,"NEwr_S2062,NEwr_S2060,NEwr_S2061",NEDNR_Allocation,,,,,,,,,,Active,,1958-07-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9632,NEDNR_Water Rights,NEDNR,NEwr_S5987,NEDNR_Allocation,,,,,,,,,,Active,,1954-11-02,,09/30,04/01,,38.0,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
