FID_1,WRENAME,WRNAME,DWNAME,SYSTEMTYPE,WATERRESID,WRID,DWSYSNUM,WRLINK,WHOLESALER,LABEL,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,LANUM,LANAME,ENDYEAR,DATASOURCE,SOURCEDATE,EDITOR,EDITDATE,SHAPE_Leng,Shape__Are,Shape__Len,Shape_Length,Shape_Area,Longitude,Latitude
1164,Nibley City Water,Nibley City,Nibley City Water,C,97,1023,UTAH03001,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1023, , ,Utah,Cache,Bear River,1/1/2004,Cache Valley,01-01-04a,Cache Valley UT,2019,DWRe/Supplier,12/19/2019 0:00,ADAMCLARK,10/19/2020 0:00,31274.21205,10848076.43,31274.21205,31274.21205,10848076.43,-111.8456489,41.67253475
1165,Allard Ranch Water Co.,Allard Ranch Water Co.,Allard Ranch Subdivision,NP,0,11132,UTAH11067,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11132, , ,Utah,Iron,Cedar/Beaver,6/2/2001,Parowan,06-02-01a,Parowan,0,DWRe/DWRi/Supplier,7/31/2019 0:00,ADAMCLARK,7/31/2019 0:00,2486.825676,260321.9231,2486.825676,2486.825676,260321.9231,-112.9019566,37.81484364
1166,Cedar City Band of Paiute Indians,Cedar City Band of Paiute Indians, ,NC,0,11572, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11572, , ,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,06-02-02a,Cedar,0,DWRe/DWRi/Supplier,7/31/2019 0:00,ADAMCLARK,7/31/2019 0:00,1391.483575,80045.49158,1391.483575,1391.483575,80045.49145,-113.1602075,37.6078209
1167,Ranch At Zion,Ranch At Zion,Ranch At Zion,NC,2588,11362,UTAH13054,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11362, , ,Utah,Kane,Kanab Creek/Virgin River,10/1/2002,North Fork Virgin,10-01-02a,North Fork Virgin,0,DWRe/DWRi/Supplier,7/25/2019 0:00,ADAMCLARK,7/29/2019 0:00,2658.109,451475.0529,2658.109,2658.109,451475.0529,-112.8274394,37.24896311
1168,Cottonwood Mutual,Cottonwood Mutual Water Company,Cottonwood Mutual,C,721,1088,UTAH15013,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1088, , ,Utah,Morgan,Weber River,2/1/2007,Morgan,02-01-07a,Morgan,2019,DWRe/Supplier,4/30/2020 0:00,ADAMCLARK,10/19/2020 0:00,23102.70594,10083235.11,23102.70594,23102.70594,10083235.11,-111.768484,41.14585219
1169,Mountain Springs Water Co.,Mountain Springs Water Company,Mountain Springs Water Co,C,1582,11153,UTAH27077,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11153, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2003,Laverkin,10-01-03a,Kanarraville,2019,DWRe/Supplier,9/3/2019 0:00,ADAMCLARK,10/19/2020 0:00,17627.72969,12338847.02,17627.72969,17627.72969,12338847.02,-113.2478003,37.43400301
1170,Spring Lake,Spring Lake Water Works Company,Spring Lake,C,1295,1310,UTAH25004,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1310, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10d,Spanish Fork,2019,DWRe/Supplier,3/4/2020 0:00,ADAMCLARK,10/19/2020 0:00,9126.413005,1505232.727,9126.413005,9126.413005,1505232.728,-111.7443316,39.99982865
1171,Amnor Energy Inc.                                          ,Amnor Energy Inc.                                          , ,NTNC,2689,11162, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11162, , ,Utah,Juab,Sevier River,5/2/2004,Delta,05-02-04a,Delta,2015,DWRe,9/4/2019 0:00,ADAMCLARK,9/4/2019 0:00,5791.302131,1548472.685,5791.302131,5791.302131,1548472.685,-112.5419874,39.79844232
1172,Asphalt Materials Inc.                                      ,Asphalt Materials Inc.                                      , ,NTNC,2736,11551, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11551, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,9/4/2019 0:00,ADAMCLARK,9/4/2019 0:00,1652.845574,108108.0828,1652.845574,1652.845574,108108.0827,-111.9252182,40.60623912
1173,"Bateman Land and Livestock, LLC                             ","Bateman Land and Livestock, LLC                             ", ,NTNC,2690,11168, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11168, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10e,Goshen,0,DWRe,9/4/2019 0:00,ADAMCLARK,9/4/2019 0:00,2829.648145,392292.7579,2829.648145,2829.648145,392292.7581,-111.971575,40.11436619
1174,"Batty, Kenneth Joe and Dianne C.","Batty, Kenneth Joe and Dianne C.", ,NTNC,2710,11241, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11241, , ,Utah,Uintah,Uintah,7/4/2001,Pelican Lake,07-04-01a,Pelican Lake,0,DWRe,9/4/2019 0:00,ADAMCLARK,9/4/2019 0:00,1370.835974,56786.13062,1370.835974,1370.835974,56786.1304,-109.664948,40.14849624
1175,ATI Titanium LLC,ATI Titanium LLC, ,NTNC,2678,11075, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11075, , ,Utah,Tooele,West Desert,00-04-00,Skull Valley,00-04-00a,Skull Valley,0,DWRe,9/4/2019 0:00,ADAMCLARK,9/4/2019 0:00,616.8979564,26418.00403,616.8979564,616.8979564,26418.00405,-112.6755995,40.65865037
1176,"BCR Enterprises, LTD","BCR Enterprises, LTD", ,NTNC,2686,11148, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11148, , ,Utah,Juab,Utah Lake,4/1/2002,Nephi,04-01-02a,Nephi,0,DWRe,9/4/2019 0:00,ADAMCLARK,9/4/2019 0:00,594.4960653,22011.51685,594.4960653,594.4960653,22011.5168,-111.8315987,39.81718822
1177,Berry Petroleum Co.,Berry Petroleum Company, ,NTNC,2687,11151, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11151, , ,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,07-03-13a,Roosevelt Duchesne,0,DWRe,9/4/2019 0:00,ADAMCLARK,9/4/2019 0:00,370.539929,9249.328369,370.539929,370.539929,9249.32825,-110.408332,40.02984921
1178,"Busch, John and Darla J.","Busch, John and Darla J.", ,NTNC,2698,11215, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11215, , ,Utah,Uintah,Uintah,7/4/2001,Pelican Lake,07-04-01a,Pelican Lake,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,1106.722066,57941.54907,1106.722066,1106.722066,57941.5488,-109.652605,40.16879051
1179,"Canyon Fuel Company, LLC. - (Juab Storage Yard)","Canyon Fuel Company, LLC. - (Juab Storage Yard)", ,NTNC,2713,11247, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11247, , ,Utah,Juab,Sevier River,5/2/2001,Levan,05-02-01a,Levan,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,3082.032262,278280.0724,3082.032262,3082.032262,278280.0723,-111.9130611,39.57757747
1180,"Canyon Fuel Company, LLC. - (SR-10 Storage Yard)","Canyon Fuel Company, LLC. - (SR-10 Storage Yard)", ,NTNC,2700,11218, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11218, , ,Utah,Sevier,West Colorado River,8/3/2003,Emery,08-03-03a,Emery,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,3413.96279,631927.7712,3413.96279,3413.96279,631927.7711,-111.3086342,38.85723007
1181,"Castle Valley Greenhouses, LLC","Castle Valley Greenhouses, LLC", ,NTNC,2652,2188, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2188, , ,Utah,Iron,Cedar/Beaver,6/3/2001,Escalante Desert,06-03-01a,Escalante Desert,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,1242.417655,92860.98181,1242.417655,1242.417655,92860.9818,-113.5653493,37.66006382
1182,Central Valley Water Reclamation Facility,Central Valley Water Reclamation Facility, ,NTNC,2706,11233, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11233, , ,Utah,Utah,Utah Lake,4/1/2011,Cedar Valley,04-01-11a,Cedar Valley A,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,1552.661283,150488.7828,1552.661283,1552.661283,150488.7828,-112.0991807,40.24520517
1183,Clifton Mining Company,Clifton Mining Company, ,NTNC,2705,11232, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11232, , ,Utah,Tooele,West Desert,00-02-02,South GSL Desert,00-02-02a,South GSL Desert,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,3103.74824,280241.5497,3103.74824,3103.74824,280241.5499,-113.8317541,40.16709312
1184,CPB - EVA North Farm,CPB - EVA North Farm, ,NTNC,2691,11175, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11175, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10e,Goshen,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,4058.647685,388132.7053,4058.647685,4058.647685,388132.7055,-111.976441,40.09027993
1185,CPB - EVA Wright Farm,CPB - EVA Wright Farm, ,NTNC,2724,11479, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11479, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10e,Goshen,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,4417.232389,1122878.4,4417.232389,4417.232389,1122878.4,-111.9520164,39.974771
1186,DAI Partners LLC,DAI Partners LLC, ,NTNC,2667,2804, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2804, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,3089.093344,488159.3821,3089.093344,3089.093344,488159.382,-111.9173524,40.4732592
1187,Deer Valley Resort Co.,Deer Valley Resort Company, ,NTNC,2628,2004, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2004, , ,Utah,Summit,Weber River,2/1/2006,East Canyon,02-01-06a,East Canyon,0,DWRe,9/6/2019 0:00,ADAMCLARK,7/22/2020 0:00,2887.893436,294584.5883,2887.893436,2887.893436,294584.5885,-111.4796993,40.64252455
1188,Dented Brick Distillery,Dented Brick Distillery, ,NTNC,2742,11577, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11577, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,9/6/2019 0:00,ADAMCLARK,9/6/2019 0:00,195.2120962,2056.781494,195.2120962,195.2120962,2056.7815,-111.8984134,40.70337497
1189,Duchesne/Wasatch Bluebench Landfill SSD,Duchesne/Wasatch Bluebench Landfill Special Service District, ,NTNC,2725,11480, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11480, , ,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,07-03-13a,Roosevelt Duchesne,0,DWRe,9/6/2019 0:00,ADAMCLARK,9/6/2019 0:00,2182.2217,260181.2603,2182.2217,2182.2217,260181.2603,-110.3639425,40.26589081
1190,Dutch Cowboy Dairy,Dutch Cowboy Dairy, ,NTNC,2669,10864, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=10864, , ,Utah,Iron,Cedar/Beaver,6/2/2001,Parowan,06-02-01a,Parowan,0,DWRe,9/6/2019 0:00,ADAMCLARK,9/6/2019 0:00,3514.369974,722973.8824,3514.369974,3514.369974,722973.8827,-112.7349394,37.99913109
1191,EFR Colorado Plateau LLC,EFR Colorado Plateau LLC, ,NTNC,2680,11081, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11081, , ,Utah,San Juan,Southeast Colorado River,9/1/2005,Cane Spring,09-01-05a,Cane Spring,0,DWRe,9/6/2019 0:00,ADAMCLARK,9/6/2019 0:00,754.9719542,41128.42529,754.9719542,754.9719542,41128.4252,-109.3107537,38.3145733
1192,"Elberta Hay Farm (Saratoga Quarter Horses, LLC)","Elberta Hay Farm (Saratoga Quarter Horses, LLC)", ,NTNC,2697,11214, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11214, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10e,Goshen,0,DWRe,9/6/2019 0:00,ADAMCLARK,9/6/2019 0:00,3166.75621,446471.6234,3166.75621,3166.75621,446471.6236,-111.9868929,39.91973421
1193,"Emerald Peak Minerals, LLC","Emerald Peak Minerals, LLC", ,NTNC,2704,11226, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11226, , ,Utah,Millard,Sevier River,5/8/2000,Sevier Lake,05-08-00a,Sevier Lake,0,DWRe,9/6/2019 0:00,ADAMCLARK,9/6/2019 0:00,11590.81533,10045072.87,11590.81533,11590.81533,10045072.87,-113.132915,38.75653612
1194,ENEL Cove Fort,ENEL Cove Fort, ,NTNC,2665,2715, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2715, , ,Utah,Beaver,Cedar/Beaver,6/1/2003,Cove Fort-Black Rock,06-01-03a,Cove Fort-Black Rock,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,3608.031756,414118.9341,3608.031756,3608.031756,414118.9345,-112.5812145,38.56065216
1195,"Enervest Energy Institutional Fund XIII-A, L.P.","Enervest Energy Institutional Fund XIII-A, L.P.", ,NTNC,2682,11093, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11093, , ,Utah,Carbon,Uintah,7/4/2002,Mini Maud,07-04-02a,Mini Maud,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,759.0863212,35768.3728,759.0863212,759.0863212,35768.3729,-110.1720119,39.78239122
1196,"Fassio Egg Farms, Inc (Erda Layers)","Fassio Egg Farms, Inc (Erda Layers)", ,NTNC,2741,11575, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11575, , ,Utah,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,1807.860323,201227.2982,1807.860323,1807.860323,201227.2983,-112.3779334,40.60327237
1197,"Fassio Egg Farms, Inc (Lake Ranch)","Fassio Egg Farms, Inc (Lake Ranch)", ,NTNC,2740,11574, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11574, , ,Utah,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,1887.89887,103484.4948,1887.89887,1887.89887,103484.4947,-112.2766429,40.63351404
1198,Four Star Ranch Inc.,Four Star Ranch Inc., ,NTNC,2708,11238, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11238, , ,Utah,Uintah,Uintah,7/4/2001,Pelican Lake,07-04-01a,Pelican Lake,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,5244.788743,1470571.788,5244.788743,5244.788743,1470571.789,-109.672073,40.17987724
1199,Geneva Rock (Mona Pit),Geneva Rock (Mona Pit), ,NTNC,2745,11582, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11582, , ,Utah,Juab,Utah Lake,4/1/2002,Nephi,04-01-02a,Nephi,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,3308.705811,527206.8016,3308.705811,3308.705811,527206.8011,-111.8201339,39.85120458
1200,Geneva Rock (North Grantsville),Geneva Rock (North Grantsville), ,NTNC,2747,11585, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11585, , ,Utah,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/10/2019 0:00,1565.232155,138985.7861,1565.232155,1565.232155,138985.7863,-112.5455468,40.63205847
1201,Geneva Rock (Park City),Geneva Rock (Park City), ,NTNC,2743,11580, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11580, , ,Utah,Summit,Weber River,2/1/2002,Kamas Valley,02-01-02a,Kamas Valley,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,1696.352706,172900.4749,1696.352706,1696.352706,172900.475,-111.460434,40.68793006
1202,Geneva Rock (Pelican Point),Geneva Rock (Pelican Point), ,NTNC,2744,11581, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11581, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10b,Saratoga Springs,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,3611.214141,683223.1772,3611.214141,3611.214141,683223.1775,-111.870007,40.2560806
1203,Geneva Rock (Perry),Geneva Rock (Perry), ,NTNC,2746,11584, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11584, , ,Utah,Box Elder,Bear River,1/1/2007,Brigham City,01-01-07a,Brigham City,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,1729.710586,143850.5173,1729.710586,1729.710586,143850.5172,-112.0281223,41.45848456
1204,Geneva Rock (Point of Mountain),Geneva Rock (Point of Mountain), ,NTNC,2750,11589, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11589, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,6827.733093,1737735.837,6827.733093,6827.733093,1737735.837,-111.9065821,40.46363707
1205,Geneva Rock (Mountain Jordan),Geneva Rock (Mountain Jordan), ,NTNC,2751,11590, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11590, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,4149.583183,949508.4523,4149.583183,4149.583183,949508.4527,-111.920756,40.45642712
1206,"GGA, LLC","GGA, LLC", ,NTNC,2692,11180, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11180, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,1500.628397,82821.62354,1500.628397,1500.628397,82821.62335,-112.0999041,41.25704268
1207,Granite Construction Co. / Utah Operations,Granite Construction Co. / Utah Operations, ,NTNC,2639,2133, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2133, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,1548.894103,101783.4778,1548.894103,1548.894103,101783.478,-111.9255191,40.81584595
1208,Granite Construction Co. Utah (Wells Pit) Box Elder,Granite Construction Company Utah (Wells Pit) Box Elder, ,NTNC,2696,11208, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11208, , ,Utah,Box Elder,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,3165.397939,454496.4651,3165.397939,3165.397939,454496.465,-112.0257609,41.41705405
1209,Grantsville Salt Property LLC,Grantsville Salt Property LLC,Climax Chemical Company,NP,2637,2122,UTAH23060,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2122, , ,Utah,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,2242.511093,255069.611,2242.511093,2242.511093,255069.6111,-112.5597683,40.68099981
1210,Graymont Western US Inc.,Graymont Western US Inc., ,NTNC,2663,2647, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2647, , ,Utah,Millard,Cedar/Beaver,6/1/2004,Lower Beaver River,06-01-04a,Lower Beaver River,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,28274.8547,4493727.512,28274.8547,28274.8547,4493727.512,-112.883134,38.95182204
1211,Hacking Land and Livestock L.L.C.,Hacking Land and Livestock L.L.C., ,NTNC,2693,11183, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11183, , ,Utah,Uintah,Uintah,7/4/2001,Pelican Lake,07-04-01a,Pelican Lake,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,1286.388524,71513.42456,1286.388524,1286.388524,71513.4241,-109.6580889,40.16012102
1212,"Hammond, Rebecca R.","Hammond, Rebecca R.", ,NTNC,2632,2030, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2030, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10a,American Fork,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,1633.56996,166762.5289,1633.56996,1633.56996,166762.5288,-111.8093331,40.43725188
1213,Harper Excavating Inc. (Salt Lake Pit),Harper Excavating Inc. (Salt Lake Pit), ,NTNC,2666,2801, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2801, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,3285.99785,543189.4033,3285.99785,3285.99785,543189.4037,-112.0879833,40.64947718
1214,"Harper Excavating, Rulon J. and Paula (Per Cast)","Harper Excavating, Rulon J. and Paula (Per Cast)", ,NTNC,2731,11537, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11537, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,1852.964648,201196.0211,1852.964648,1852.964648,201196.0212,-111.9257077,40.81846761
1215,"Harper Excavating, Rulon J. and Paula (Tooele Pit)","Harper Excavating, Rulon J. and Paula (Tooele Pit)", ,NTNC,2716,11323, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11323, , , ,Tooele,West Desert,00-05-02,Tooele Valley,00-05-02a,Tooele Valley,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/12/2019 0:00,3799.619302,817844.8192,3799.619302,3799.619302,817844.8191,-112.2856423,40.63295367
1216,"Holly Energy Partners-Operating, L.P.","Holly Energy Partners-Operating, L.P.", ,NTNC,2684,11122, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11122, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,1882.245952,210491.0131,1882.245952,1882.245952,210491.0131,-111.9058122,40.88232145
1217,Humboldt Inc.,Humboldt Inc., ,NTNC,2709,11240, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11240, , ,Utah,Uintah,Uintah,7/5/2001,White River,07-05-01a,White River,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,2161.997433,266070.2402,2161.997433,2161.997433,266070.2409,-109.1767095,39.97946623
1218,Josh & Lora Davis,Josh & Lora Davis, ,NTNC,2683,11113, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11113, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,227.9151233,2365.545166,227.9151233,227.9151233,2365.545,-111.8718746,40.52753044
1219,Kilgore Benjamin Pit,Kilgore Benjamin Pit, ,NTNC,2730,11498, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11498, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10d,Spanish Fork,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,1669.960561,131999.486,1669.960561,1669.960561,131999.4861,-111.8061696,40.09876118
1220,Kolob Water Co.,Kolob Water Company, ,NTNC,2672,10893, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=10893, , ,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,06-02-02a,Cedar,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,2376.29455,330862.3213,2376.29455,2376.29455,330862.3212,-113.009614,37.605725
1221,"Milgro New Castle, Inc. Freshwater","Milgro New Castle, Inc. Freshwater", ,NTNC,2719,11466, ,"Milgro New Castle, Inc. Freshwater", , ,Utah,Iron,Cedar/Beaver,6/3/2001,Escalante Desert,06-03-01a,Escalante Desert,0,DWRe,9/11/2019 0:00,ADAMCLARK,4/15/2020 0:00,4821.083292,1103117.903,4821.083292,4821.083292,1103117.902,-113.5707728,37.65374439
