OID_,SABL_PWSID,BOUNDARY_T,WATER_SYST,WATER_SY_1,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,OBJECTID,ACTIVITY_S,ACTIVITY_D,OWNER_TYPE,COUNTY,POPULATION,REGULATING,FEDERAL_CL,STATE_CLAS,ADDR_LINE_,ADDR_LINE1,ADDRESS_CI,ADDRESS_ST,ADDRESS_ZI,SERVICE_CO,GLOBALID,AC_PHONE_N,AC_EMAIL,BOUNDARY_F,DT_VERIFIE,VERIFIED_S,VERIFIED_N,VERIFIED_T,Shape__Are,Shape__Len,Lat,Long
4479,CA0901222,Water Service Area,CA0901222,CHINA FLAT CAMPGROUND,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3385,A,7/29/2016 0:00:00,F,EL DORADO,75,LPA39 - EL DORADO COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,SILVERFORK RD, ,KYBURZ,CA,95720,20,{94FB3CDF-7EEB-4097-BFA9-9040666BA251},831-801-5826,ADAM@ROYALELKPARKMANAGEMENT.COM,WBT Tool,,Not Verified, , ,407126.451408000022639,2561.856933779999963,38.753608154699997,-120.267226010000002
4480,CA3710318,Water Service Area,CA3710318,SAN PASQUAL BATTLEFIELD STATE PARK,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3422,A,7/1/2006 0:00:00,S,SAN DIEGO,26,DISTRICT 14 - SAN DIEGO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,16666 SAN PASQUAL RD.,"4477 PACIFIC HIGHWAY, SD, CA 92110",ESCONDIDO,CA,92027,7,{D2FE65D5-8E4F-4A82-93BE-B0F3A52608C3},619-778-2483,chad.vandoren@parks.ca.gov,WBT Tool,,Not Verified, , ,24249.913376500000595,724.126611236000031,33.086976182100003,-116.988257677999997
4481,CA2610701,Water Service Area,CA2610701,USMC - HOUSING COLEVILLE,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,4323,A,1/1/1976 0:00:00,F,MONO,325,DISTRICT 13 - SAN BERNARDINO,COMMUNITY,COMMUNITY,600 Davenport Ct., ,COLEVILLE,CA,96107,116,{FCC296B7-5750-4AF5-BCD7-5C115689E4DB},760-932-1601,larry.robasciotti@usmc.mil,WBT Tool,,Not Verified, , ,390459.975902999984100,2478.956126120000135,38.587934552900002,-119.518354492000000
4482,CA1910002,Water Service Area,CA1910002,AMARILLO MUTUAL WATER COMPANY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,4341,A,1/1/1976 0:00:00,P,LOS ANGELES,3134,DISTRICT 07 - HOLLYWOOD,COMMUNITY,COMMUNITY,3404 BURTON AVENUE,P.O. BOX 6932,ROSEMEAD,CA,91770,627,{A7A7FD89-FDF6-4E5B-B106-EE7FEA5A4F9E},626-571-7533,AMARILLO1920@SBCGLOBAL.NET,WBT Tool,,Not Verified, , ,978909.980619000038132,4736.504570869999952,34.066190114299999,-118.080098169999999
4483,CA1009091,Water Service Area,CA1009091,"OLAM SPICES AND VEGETABLES, INC.",SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,4359,A,6/24/1999 0:00:00,P,FRESNO,275,DISTRICT 23 - FRESNO,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,47641 W NEES AVE, ,FIREBAUGH,CA,93622,1,{99630037-1621-489C-8052-281936065746},209-364-2065,Chris.bennett@olamnet.com,WBT Tool,,Not Verified, , ,580396.531300000031479,3119.673388470000191,36.847874389300003,-120.644876074999999
4484,CA4600068,Water Service Area,CA4600068,TNF-LOGGER & STAMPEDE RC,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,4376,A,1/27/1983 0:00:00,F,SIERRA,1200,DISTRICT 02 - LASSEN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,STAMPEDE DAM RD. & DOG VALLEY RD.,"TAHOE N.F., STAMPEDE RESERVOIR",TRUCKEE,CA,95734,1,{66502370-3D68-431C-9FFE-F067310441F2},530-587-3558,rachel.westaby@usda.gov,WBT Tool,9/2/2019 0:00:00,Verified,K. Connaughton,District / LPA staff member,5454088.515850000083447,10976.701482700000270,39.465244063400000,-120.124223153000003
4485,CA5800805,Water Service Area,CA5800805,LAKE FRANCIS MUTUAL WATER COMPANY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3521,A,7/28/2016 0:00:00,P,YUBA,60,LPA88 - YUBA COUNTY,COMMUNITY,COMMUNITY,TEXAS HILL RD, ,DOBBINS,CA,95935,19,{38851CEC-881D-4329-BB7E-5E6B5DA0B585},530-324-5511,anna@lakefrancisestates.org,WBT Tool,,Not Verified, , ,166935.461271999985911,1867.767342000000099,39.364748122500004,-121.210735342000007
4486,CA0800557,Water Service Area,CA0800557,HUNTER VALLEY CSD,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3541,A,3/22/1979 0:00:00,L,DEL NORTE,96,DISTRICT 01 - KLAMATH,COMMUNITY,COMMUNITY,25 DEL PONTE DR., ,KLAMATH,CA,95548,62,{552EE8DF-54E2-4D52-82FA-000EE0DC30A0},707-482-0369,plcrandall@hughes.net,WBT Tool,,Not Verified, , ,222249.430114999995567,2102.277887379999811,41.575005075400000,-124.046349277000004
4487,CA5800850,Water Service Area,CA5800850,REBEL RIDGE VILLAGE,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3558,A,7/28/2016 0:00:00,P,YUBA,60,LPA88 - YUBA COUNTY,COMMUNITY,COMMUNITY,14437 OLD MARYSVILLE RD, ,CAMPTONVILLE,CA,95922,41,{47D30A25-47F3-47A1-8170-615BF3A7D9DE},916-709-2292,josephhinkey@gmail.com,WBT Tool,,Not Verified, , ,31568.688433999999688,935.000660760999949,39.428545642099998,-121.095288753999995
4488,CA3710006,Water Service Area,CA3710006,"ESCONDIDO, CITY OF",SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3577,A,1/1/1976 0:00:00,L,SAN DIEGO,137941,DISTRICT 14 - SAN DIEGO,COMMUNITY,COMMUNITY,3440 E. Valley Parkway, ,ESCONDIDO,CA,92027,26766,{ABB8DA9C-F623-473D-B5F1-1A3F441D8B1F},760-839-6245,rharlan@escondido.org,WBT Tool,,Not Verified, , ,120311111.576000005006790,91441.030151200000546,33.130818627300002,-117.057702989999996
4489,CA0910012,Water Service Area,CA0910012,TAHOE CITY PUD - RUBICON,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,4479,A,1/1/1976 0:00:00,L,EL DORADO,703,DISTRICT 02 - LASSEN,COMMUNITY,COMMUNITY,221 FAIRWAY DRIVE, ,TAHOE CITY,CA,96145,625,{5C805A19-4A5A-48BF-9832-FAA859EA8CBF},530-580-6053,TLALIOTIS@TCPUD.ORG,WBT Tool,9/2/2019 0:00:00,Verified,K. Connaughton,District / LPA staff member,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
4490,CA2510001,Water Service Area,CA2510001,CITY OF ALTURAS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,4493,A,1/1/1976 0:00:00,L,MODOC,2537,DISTRICT 01 - KLAMATH,COMMUNITY,COMMUNITY,200 NORTH STREET,200 NORTH STREET,ALTURAS,CA,96101,1470,{731D8F1D-9DDD-4CE6-8552-F21EA6963B2E},530-233-2512,mbinning@cityofalturas.us,WBT Tool,,Not Verified, , ,11515592.620100000873208,18872.922617100000934,41.491495069499997,-120.548898881000000
4491,CA1400527,Water Service Area,CA1400527,KEELER YARD LADWP,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,4546,A,4/30/2015 0:00:00,L,INYO,61,DISTRICT 13 - SAN BERNARDINO,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,111 Sulfate Road, ,KEELER,CA,93530,3,{FDB5BE00-487F-4088-82F7-32B74F8892E2},800-342-5397,Razmik.manoukian@ladwp.com,WBT Tool,,Not Verified, , ,114596.400389999995241,1421.911483220000036,36.467096153900002,-117.855316447000007
4492,CA1000317,Water Service Area,CA1000317,HOLLAND HULLING COMPANY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,4237,A,8/7/2014 0:00:00,P,FRESNO,58,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,23986 W WHITESBRIDGE, ,KERMAN,CA,93630,3,{C1BBA58D-64F8-479F-A8C3-C7B932CAFF93},559-892-5838,aaron@hollandhulling.com,WBT Tool,,Not Verified, , ,940420.921375000034459,3859.220380289999866,36.738194134799997,-120.218651987000001
4493,CA1000490,Water Service Area,CA1000490,LOS GATOS TOMATO PRODUCTS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,4263,A,8/17/1994 0:00:00,P,FRESNO,200,DISTRICT 23 - FRESNO,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,19800 GALE, ,HURON,CA,93234,1,{175BE801-E849-4532-8C09-504F616EF86F},559-945-2700,ssesock@losgatostomato.com,WBT Tool,,Not Verified, , ,342818.908417000027839,2695.922376070000155,36.182761521099998,-120.151871232999994
4494,CA0901247,Water Service Area,CA0901247,YELLOW JACKET CAMPGROUND,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,4543,A,7/29/2016 0:00:00,F,EL DORADO,350,LPA39 - EL DORADO COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,UNION VALLEY RESERVOIR, ,PLACERVILLE,CA,95667,152,{0AE43873-6E9F-4DC7-95B3-BA2D9D401DD0},831-801-5826,ADAM@ROYALELKPARKMANAGEMENT.COM,WBT Tool,,Not Verified, , ,558171.334948000032455,3271.480486620000192,38.890436732700003,-120.388352022000007
4495,CA5500148,Water Service Area,CA5500148,CHINESE CAMP SCHOOL,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,4599,A,3/22/1979 0:00:00,L,TUOLUMNE,35,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,13444 REDHILL RD, ,CHINESE CAMP,CA,95309,1,{EA33D630-FC05-47EB-B0A6-FAB172A44965},209-984-4058,cpelfrey@jespanthers.org,WBT Tool,,Not Verified, , ,56009.790513899999496,1131.401789830000098,37.868202661100000,-120.436794430000006
4496,CA0605013,Water Service Area,CA0605013,T&P FARMS,EPA\GISService,2/24/2021 0:00:00,EPA\GISService,2/24/2021 0:00:00,8001,A,10/22/2018 0:00:00,P,COLUSA,25,DISTRICT 21 - VALLEY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1241 Putnam Way, ,ARBUCKLE,CA,95912,1,{ECB9E490-CBFC-4B3C-A03F-7DA28CD626ED},530-712-1227,matt@tnpfarms.com,KMZ,2/23/2021 0:00:00,Verified,S.Small,State Board staff member,85328.963633000006666,1353.452323140000090,39.033301726799998,-122.098752622000006
4497,CA4300630,Water Service Area,CA4300630,FOOTHILL MUTUAL WATER COMPANY,SBUCKNAM,10/20/2020 0:00:00,epa\gisservice,6/10/2021 0:00:00,2871,A,6/27/1980 0:00:00,P,SANTA CLARA,28,DISTRICT 17 - SANTA CLARA,COMMUNITY,COMMUNITY,15930 FOOTHILL AVE., ,MORGAN HILL,CA,95037,9,{044E3F06-A5B2-4172-8C80-FC001A98D562},408-722-6829,Artiles.martha@gmail.com,WBT Tool,6/9/2021 0:00:00,Verified,LJeske,State Board staff member,189140.918634000001475,2383.706482730000062,37.123554218700001,-121.596455108000001
4498,CA0600032,Water Service Area,CA0600032,WILDERNESS UNLIMITED,EPA\GISService,2/24/2021 0:00:00,EPA\GISService,2/24/2021 0:00:00,8002,A,3/22/1979 0:00:00,P,COLUSA,80,DISTRICT 21 - VALLEY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,6084 Highway 20, ,WILLIAMS,CA,95987,1,{9AAD471D-C2CC-40D3-AF20-752A59239519},510-785-4868,jsovinsky@wildernessunlimited.com,KMZ,2/23/2021 0:00:00,Verified,S.Small,State Board staff member,46338.823628500002087,1146.527086099999906,39.177861893299998,-122.122284393000001
4499,CA0600003,Water Service Area,CA0600003,GRIMES BOAT AND LANDING,EPA\GISService,2/24/2021 0:00:00,EPA\GISService,2/24/2021 0:00:00,8003,A,3/22/1979 0:00:00,P,COLUSA,50,DISTRICT 21 - VALLEY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1658 HWY 45,P. O. BOX 140,GRIMES,CA,95950,1,{54026FBC-15BF-4E78-84BD-43549512BF9E},530-437-2333,grimeslanding@gmail.com,KMZ,2/23/2021 0:00:00,Verified,S.Small,State Board staff member,16166.537277800000084,692.883372233000046,39.069782808699998,-121.877897988000001
4500,CA3110024,Water Service Area,CA3110024,PLACER CWA - ALTA,EPA\GISService,3/24/2021 0:00:00,EPA\GISService,3/24/2021 0:00:00,8321,A,1/1/1976 0:00:00,L,PLACER,875,DISTRICT 02 - LASSEN,COMMUNITY,COMMUNITY,144 Ferguson Rd, ,AUBURN,CA,95603,270,{81E7BD41-63AE-449A-9988-A89CDD95021E},530-823-2066,jshepard@pcwa.net,KMZ,3/23/2021 0:00:00,Pending,K.Connaughton,District / LPA staff member,6989139.651739999651909,14619.099863600000390,39.208968674700003,-120.810464077000006
4501,CA4301014,Water Service Area,CA4301014,ALMA LATTER-DAY SAINTS CHURCH,EPA\GISService,6/24/2021 0:00:00,EPA\GISService,6/24/2021 0:00:00,9626,A,1/3/2018 0:00:00,P,SANTA CLARA,40,DISTRICT 17 - SANTA CLARA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,23185 Summit Road, ,LOS GATOS,CA,95033,1,{EB5F2CD9-08B7-4526-AE73-1BB20160621B},408-226-5570,kurt.bock@ldschurch.org,KMZ,6/24/2021 0:00:00,Pending,LJeske,State Board staff member,20415.665820499998517,596.661853498000028,37.132503929000002,-121.959117671000001
4502,CA4300993,Water Service Area,CA4300993,Z BEST PRODUCTS,EPA\GISService,6/25/2021 0:00:00,EPA\GISService,6/25/2021 0:00:00,9627,A,1/1/1976 0:00:00,P,SANTA CLARA,90,DISTRICT 17 - SANTA CLARA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,980 STATE HIGHWAY 25, ,GILROY,CA,95020,1,{8632CBBC-ED67-4E4D-A9FE-F297F026E681},408-846-1575,john@zankerrecycling.com,KMZ,6/24/2021 0:00:00,Pending,LJeske,State Board staff member,1270006.176949999993667,4816.444123620000028,36.947417848500002,-121.523158144999996
4503,CA4300976,Water Service Area,CA4300976,SEED TESTING REAL ESTATE II LLC,EPA\GISService,6/30/2021 0:00:00,EPA\GISService,6/30/2021 0:00:00,9628,A,12/1/1993 0:00:00,P,SANTA CLARA,40,DISTRICT 17 - SANTA CLARA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,7240 HOLSCLAW ROAD,7240 HOLSCLAW ROAD,GILROY,CA,95020,1,{64013391-0D17-416D-B3CA-64741D7E1DF1},303-718-9155,mwong@consuscorporation.com,KMZ,6/29/2021 0:00:00,Pending,LJeske,State Board staff member,161658.292484000005061,2252.491301120000116,37.015242876099997,-121.536441822000000
4504,CA4300967,Water Service Area,CA4300967,COYOTE VALLEY SPORTING CLAYS,EPA\GISService,6/30/2021 0:00:00,EPA\GISService,6/30/2021 0:00:00,9629,A,1/1/1976 0:00:00,P,SANTA CLARA,27,DISTRICT 17 - SANTA CLARA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1000 SAN BRUNO AVE., ,MORGAN HILL,CA,95037,3,{0FE73BF4-1ECE-492F-8D8C-6C432F88259B},408-406-1011,Tfe1000@msn.com,KMZ,6/29/2021 0:00:00,Pending,LJeske,State Board staff member,6784907.329370000399649,11321.404437900000630,37.150523986899998,-121.705668582000001
4505,CA4300948,Water Service Area,CA4300948,METCALF MOTORCYCLE COUNTY PARK,EPA\GISService,6/30/2021 0:00:00,EPA\GISService,6/30/2021 0:00:00,9953,A,12/3/1992 0:00:00,L,SANTA CLARA,207,DISTRICT 17 - SANTA CLARA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,300 METCALF ROAD, ,SAN JOSE,CA,95138,1,{0275100F-FC75-4C2B-8507-9C2DCE1A0C09},669-236-1677,vikram.manke@prk.sccgov.org,KMZ,6/26/2021 0:00:00,Pending,LJeske,State Board staff member,4635317.184419999830425,9620.804887129999770,37.230049409400003,-121.730760989000004
4506,CA2010016,Water Service Area,CA2010016,RIVERSTONE/ROOTCREEK WATER DISTRICT,EPA\GISService,6/22/2021 0:00:00,epa\gisservice,10/27/2021 0:00:00,9621,A,1/3/2017 0:00:00,P,MADERA,2270,DISTRICT 11 - MERCED,COMMUNITY,COMMUNITY,AVE 12 AND HWY 41, ,MADERA,CA,93636,742,{2908873C-C08E-49F9-B21F-32EA9496DEB9},559-326-2222,juliaberry@sbcglobal.net,Shapefile,4/27/2021 0:00:00,Verified,J. Berry,Water System representative,12314429.010399999096990,20652.814479399999982,36.915307698299998,-119.809444056000004
4507,CA3410018,Water Service Area,CA3410018,RIO LINDA/ELVERTA COMMUNITY WATER DIST,EPA\GISService,6/30/2021 0:00:00,epa\gisservice,10/27/2021 0:00:00,9631,A,1/1/1976 0:00:00,L,SACRAMENTO,14381,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,730 L STREET, ,RIO LINDA,CA,95673,4621,{71A3B1C3-5C2F-4DAA-90F4-9F988F17F93C},916-991-8891,GM@rlecwd.com,Shapefile,8/13/2019 0:00:00,Verified,T. Shaw,Water System representative,29736839.830800000578165,86282.759579699995811,38.688383330500002,-121.440677080000000
4508,CA4300833,Water Service Area,CA4300833,SANTA CLARA VALLEY MEDICAL CENTER,EPA\GISService,7/22/2021 0:00:00,EPA\GISService,7/22/2021 0:00:00,10584,A,12/30/1983 0:00:00,L,SANTA CLARA,3000,DISTRICT 17 - SANTA CLARA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,751 S. BASCOM AVENUE, ,SAN JOSE,CA,95128,19,{8B0E95B7-F905-4988-B36B-BC7F12AD7668},408-590-5934,Ryan.Pruitt@hhs.sccgov.org,KMZ,7/21/2021 0:00:00,Pending,LJeske,State Board staff member,530250.240399000002071,2904.098477370000182,37.313447525599997,-121.935276440999999
4509,CA4300832,Water Service Area,CA4300832,SOUTH COUNTY RETIREMENT HOME,EPA\GISService,7/23/2021 0:00:00,EPA\GISService,7/23/2021 0:00:00,10585,A,3/23/1984 0:00:00,P,SANTA CLARA,46,DISTRICT 17 - SANTA CLARA,COMMUNITY,COMMUNITY,460 CHURCH AVENUE,460 CHURCH AVENUE,SAN MARTIN,CA,95046,3,{20B61540-DF06-41D2-BAD7-CE23044BC43C},408-683-0229,scrh.sanmartin@att.net,KMZ,7/22/2021 0:00:00,Pending,LJeske,State Board staff member,29475.758077800001047,695.235144007000031,37.069412066100000,-121.593242473000004
4510,CA2410003,Water Service Area,CA2410003,CITY OF GUSTINE,EPA\GISService,7/1/2021 0:00:00,epa\gisservice,10/27/2021 0:00:00,9955,A,1/1/1976 0:00:00,L,MERCED,5855,DISTRICT 11 - MERCED,COMMUNITY,COMMUNITY,682 THIRD AVENUE, ,GUSTINE,CA,95322,1913,{38CD5A8F-EECD-4DC7-A72E-222838A7C298}, ,jchavez@cityofgustine.com,Shapefile,4/22/2020 0:00:00,Verified,D. Arnold,Water System representative,7834432.869289999827743,28105.370649899999989,37.252541317700000,-120.995265480000000
4511,CA2910001,Water Service Area,CA2910001,CITY OF GRASS VALLEY,EPA\GISService,7/9/2021 0:00:00,epa\gisservice,10/27/2021 0:00:00,10257,A,1/1/1976 0:00:00,L,NEVADA,4947,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,125 EAST MAIN STREET-mailing,11808 ALTA VISTA DRIVE-physical,GRASS VALLEY,CA,95945,2486,{AD9709E3-ABDC-4AE0-A534-5C10FB40389B},530-274-4371,treverv@cityofgrassvalley.com,Shapefile,7/7/2021 0:00:00,Verified,B. Jones,Water System representative,8842570.812519999220967,25175.156197600001178,39.212582088300003,-121.065073955000003
4512,CA3310036,Water Service Area,CA3310036,WESTERN MWD - MURRIETA DIVISION,EPA\GISService,9/23/2021 0:00:00,EPA\GISService,9/23/2021 0:00:00,12508,A,1/1/1976 0:00:00,L,RIVERSIDE,12810,DISTRICT 20 - RIVERSIDE,COMMUNITY,COMMUNITY,42290 Ivy St., ,MURRIETA,CA,92564,2828,{72C5787F-1A9C-4363-A8A1-D54F26200378},951-789-5155,PRugge@wmwd.com,Shapefile,5/28/2020 0:00:00,Verified,A. Budicin,Water System representative,23427521.299100000411272,36553.804501600003277,33.552706565500003,-117.214297465000001
4513,CA4300851,Water Service Area,CA4300851,GARLIC WORLD,EPA\GISService,7/22/2021 0:00:00,EPA\GISService,7/22/2021 0:00:00,10582,A,12/30/1986 0:00:00,P,SANTA CLARA,27,DISTRICT 17 - SANTA CLARA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,4800 MONTEREY HIGHWAY, ,GILROY,CA,95020,11,{C1A2A982-67CE-4F5E-8ADF-573B7CC46A61},408-842-8583,clyntognetti@aol.com,KMZ,7/21/2021 0:00:00,Pending,LJeske,State Board staff member,63591.139127599999483,1491.107416979999925,36.972341026300001,-121.551038953000003
4514,CA4300839,Water Service Area,CA4300839,SAN MARTIN LIONS CLUB,EPA\GISService,7/22/2021 0:00:00,EPA\GISService,7/22/2021 0:00:00,10583,A,6/28/1985 0:00:00,P,SANTA CLARA,30,DISTRICT 17 - SANTA CLARA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,12415 MURPHY AVENUE, ,SAN MARTIN,CA,95046,3,{67A15815-4C8E-429E-9F1C-9D84116C98BA},408-595-9255,lionchucksml@yahoo.com,KMZ,7/21/2021 0:00:00,Pending,LJeske,State Board staff member,30396.608177900001465,735.199748387999989,37.076133452800001,-121.600244914000001
4515,CA4310001,Water Service Area,CA4310001,CWSC LOS ALTOS SUBURBAN,EPA\GISService,8/4/2021 0:00:00,EPA\GISService,8/4/2021 0:00:00,10911,A,1/1/1976 0:00:00,P,SANTA CLARA,70014,DISTRICT 17 - SANTA CLARA,COMMUNITY,COMMUNITY,949 B STREET,"1720 N. FIRST STREET, SJ, 95112",LOS ALTOS,CA,94024,18528,{9B0DA916-C57A-45A0-8EA8-AE26D78DA92E},408-367-8593,sjames@calwater.com,KMZ,8/4/2021 0:00:00,Pending,LJeske,State Board staff member,72969897.217999994754791,92544.652109699993161,37.354671836199998,-122.072089852999994
4516,CA2910004,Water Service Area,CA2910004,"NEVADA ID - E. GEORGE, BANNER MOUNTAIN",EPA\GISService,9/4/2021 0:00:00,epa\gisservice,10/27/2021 0:00:00,12513,A,1/1/1976 0:00:00,L,NEVADA,17233,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,11258 BANNER LAVA CAP ROAD,UNINCORPORATED GRASS VALLEY & NEVADA CIT,NEVADA CITY,CA,95959,6068,{0897574A-D725-4FF4-8F98-7260F0A9BA68},530-273-6185,close@nidwater.com,Shapefile,9/3/2021 0:00:00,Verified,J. Bird,State Board staff member,44066370.496100001037121,72366.483565999995335,39.239136649099997,-121.051573876000006
4517,CA2910010,Water Service Area,CA2910010,TRUCKEE-DONNER PUD - HIRSCHDALE,EPA\GISService,9/22/2021 0:00:00,EPA\GISService,9/22/2021 0:00:00,12505,A,1/1/1976 0:00:00,L,NEVADA,85,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,11570 DONNER PASS ROAD, ,TRUCKEE,CA,96161,26,{F3C28D00-7E29-46C7-BE3E-BB75D55C9684},530-582-3957,brianwright@tdpud.org,Shapefile,8/20/2019 0:00:00,Verified,M. Campe,Water System representative,228783.279424999986077,2206.671334780000052,39.367245663299997,-120.077192253999996
4518,CA0910003,Water Service Area,CA0910003,"PLACERVILLE, CITY OF - MAIN",EPA\GISService,9/22/2021 0:00:00,EPA\GISService,9/22/2021 0:00:00,12506,A,1/1/1976 0:00:00,L,EL DORADO,10762,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,3203 PARDI WAY, ,PLACERVILLE,CA,95667,2795,{20D987B6-1878-4BAA-9FEB-A4B0FCDEF4C8},530-642-5232,nstone@cityofplacerville.org,Shapefile,8/6/2019 0:00:00,Verified,M. Ivani,Water System representative,14543549.723899999633431,24551.034382500001811,38.729725544099999,-120.791923542000006
4519,CA5010018,Water Service Area,CA5010018,"RIVERBANK, CITY OF",EPA\GISService,9/23/2021 0:00:00,EPA\GISService,9/23/2021 0:00:00,12507,A,1/1/1976 0:00:00,L,STANISLAUS,25244,DISTRICT 10 - STOCKTON,COMMUNITY,COMMUNITY,6707 THIRD STREET, ,RIVERBANK,CA,95367,6838,{74D8F1D2-DCF7-4E7F-AC4B-ED246DC1F1A8},209-869-7128,mriddell@riverbank.org,Shapefile,7/17/2020 0:00:00,Verified,K. Chang,Water System representative,14805235.324999999254942,60495.025571699996362,37.726915611800003,-120.941290183999996
4520,CA3310049,Water Service Area,CA3310049,WESTERN MWD,EPA\GISService,9/23/2021 0:00:00,EPA\GISService,9/23/2021 0:00:00,12509,A,1/1/1976 0:00:00,L,RIVERSIDE,86595,DISTRICT 20 - RIVERSIDE,COMMUNITY,COMMUNITY,14205 Meridian Parkway, ,RIVERSIDE,CA,92518,21181,{F34A494F-F1C3-45B6-992B-EE247B03C7FD},951-789-5119,AMagallon@wmwd.com,Shapefile,5/28/2020 0:00:00,Verified,A. Budicin,Water System representative,1950343223.720000028610229,403714.021860999986529,33.787432151600001,-117.390587038000007
4521,CA3310076,Water Service Area,CA3310076,WESTERN MWD (ID A - RAINBOW),EPA\GISService,9/23/2021 0:00:00,EPA\GISService,9/23/2021 0:00:00,12510,A,1/1/1976 0:00:00,L,RIVERSIDE,100,DISTRICT 20 - RIVERSIDE,COMMUNITY,COMMUNITY,Rainbow Canyon Road, ,TEMECULA,CA,92592,40,{1E82232F-C04A-4BE9-AF66-F71DC93446C0},951-789-5119,AMagallon@wmwd.com,Shapefile,5/28/2020 0:00:00,Verified,A. Budicin,Water System representative,7124527.787499999627471,16913.712293000000500,33.441694905399999,-117.144503225999998
4522,CA3310012,Water Service Area,CA3310012,ELSINORE VALLEY MWD,EPA\GISService,9/23/2021 0:00:00,EPA\GISService,9/23/2021 0:00:00,12511,A,1/1/1976 0:00:00,L,RIVERSIDE,152433,DISTRICT 20 - RIVERSIDE,COMMUNITY,COMMUNITY,31315 CHANEY STREET, ,LAKE ELSINORE,CA,92531,46202,{F00870F3-A4BA-4515-AB39-E0A629DD6820},951-674-3146,gthomas@evmwd.net,Shapefile,5/12/2020 0:00:00,Verified,D. Flexman,Water System representative,363980240.896000027656555,210876.358936000004178,33.671826847200002,-117.322648129000001
