WRNUM,RESERVOIR_IDNUM,RESERVOIR_NAME,RESERVOIR_CAPACITY,DAM_HEIGHT,ACRES_INUNDATED,RES_BEG_DATE,RES_END_DATE,DAM_NUMBER,recordId
75-10,4,Coyote Lake,40,0,0,101,1231,        ,10373
81-2110,3,Unnamed Reservoir,2.6,10,0.26,101,1231,        ,10374
81-2084,2,Dry Lake #2,2,4,0,101,1231,        ,10375
89-90,6,Unnamed reservoirs,2,4,0.12,301,1130,        ,10376
89-90,2,Unnamed reservoir,2,4,0.12,101,1231,        ,10377
81-1537,1,Weasel Spring Pond,0.7,0,0,101,1231,        ,10378
81-1537,2,Holding Pasture Pond,0.15,0,0,101,1231,        ,10379
89-1451,2,Slick Rock Catchment,0.5,0,0,101,1231,        ,10380
81-1770,8,Andies,0.25,6,0,101,1231,        ,10381
71-2169,10,Cow Hollow Reservoir,3.8,0,0,101,1231,        ,10382
89-1185,3,Unnamed Reservoir,0.5,0,0,101,1231,        ,10383
81-3116,3,Co-op Reservoir,1.5,0,0.34,101,1231,        ,10385
81-2097,1,Unnamed Reservoir,0.9,4,0.2,101,1231,        ,10386
71-2401,4,Jockeys Wash,7.75,0,0,101,1231,        ,10387
89-1468,1,Steel Tank,0.22,0,0,101,1231,        ,10388
71-1828,2,Marshall Reservoir,1,0,0,101,1231,        ,10389
81-2821,2,Unnamed Reservoir,0.5,3,0,101,1231,        ,10390
89-1157,1,Last Chance Creek Drainage,100,25,0,101,1231,        ,10391
89-1157,6,Unnamed Reservoir,191,0,0,101,1231,        ,10392
89-1157,7,Unnamed Reservoir,82,0,0,101,1231,        ,10393
89-1157,8,Unnamed Reservoir,218,0,0,101,1231,        ,10394
77-825,4,#1,0.1,0,0,101,1231,        ,10395
77-825,5,#2,0.06,0,0,101,1231,        ,10396
97-1019,2,Shootaring Reservoir #2,0.5,0,0,101,1231,        ,10397
75-659,3,Upper Rocky Stock Pond,0.25,0,0,101,1231,        ,10398
81-2096,1,Unnamed Reservoir,3,5,1.5,101,1231,        ,10399
81-2251,1,Blue Springs Reservoir,275,35,20,101,1231,        ,10400
81-1998,2,Right Fork Stout Canyon Resv.,0.06,0,0,101,1231,        ,10401
81-1968,2,Grassy Flat Reservoir #3,1,6,0,101,1231,        ,10402
81-722,1,Unnamed Reservoir,1,7,0.5,101,1231,        ,10403
71-1958,2,Unnamed Reservoir,6,0,0,101,1231,        ,10404
97-66,23,Wide Hollow Reservoir,2324.53,48,146,1031,301,        ,10405
77-4,6,Kent`s Lake Reservoir,900,0,0,401,630,        ,10406
71-1829,4,Stock Pond,0.6,0,0,101,1231,        ,10407
89-1050,4,Unnamed Reservoir,4,4,1,101,1231,        ,10408
81-329,3,Unnamed Reservoir,4.47,0,0,101,1231,        ,10409
81-2051,2,Unnamed Reservoir,0.25,2,0,101,1231,        ,10410
71-3051,4,Minersville PL 566 #24 (Linc Bnch),1.2,11,0,101,1231,        ,10411
81-3060,2,Unnamed,0.5,5,0,101,1231,        ,10412
71-3057,4,Minersville PL 566 #19,1.6,15,0,101,1231,        ,10413
73-1903,4,Unnamed Reservoir,1.42,0,0,101,1231,        ,10414
77-130,4,Unnamed Reservoir,2,0,0,101,1231,        ,10415
77-856,3,Blue Valley Reservoir #2,14.41,0,0,101,1231,        ,10416
71-810,5,Unnamed Reservoir,0.45,0,0,101,1231,        ,10417
81-3204,1,Kolob Reservoir,5586,67,249.13,501,1101,        ,10418
73-1902,2,Quaking Pop Reservoir,0.5,0,0,101,1231,        ,10419
81-1191,5,Unnamed Reservoir,1,8,0.2,101,1231,        ,10420
81-3364,4,Unnamed,1.5,6,0.5,101,1231,        ,10421
89-281,5,Unnamed Reservoir,15,10,0,101,1231,        ,10422
71-405,3,Newcastle Reservoir,5645.19,0,0,501,930,        ,10423
81-1305,3,Old Hemmingway Reservoir,2,12,0.25,101,1231,        ,10424
81-1902,2,Unnamed Reservoir,1.5,2,0,101,1231,        ,10425
81-415,4,Sullivan Stockwater,2.061,13,0,101,1231,        ,10426
81-2909,2,Spendlove,2,3,0,101,1231,        ,10427
71-1624,4,Frisco Grade Reservoir,8.563,0,0,101,1231,        ,10428
77-199,3,Little Reservoir,29.72,0,0,101,1231,        ,10429
81-2034,2,Larsen Reservoir,5.6,9,0,101,1231,        ,10430
81-2085,2,Unnamed,0.5,4,0,101,1231,        ,10431
97-1452,3,Unnamed Res.,240000,140,400,101,1231,        ,10432
81-1539,4,Horse Corral Pasture Pond,0.72,0,0,101,1231,        ,10433
73-948,4,Parker`s Lake,0.22,0,0,101,1231,        ,10434
71-2343,4,Upper Rock Canyon,0.3,0,0,101,1231,        ,10435
69-59,3,Nelson Reservoir #2,2.3,13,0.55,101,1231,        ,10436
81-2932,2,Unnamed,0.8,3,0,101,1231,        ,10437
81-1540,1,Trap Canyon Spring Pond,0.75,0,0,101,1231,        ,10438
81-1540,2,Pond Seep Pond,0.5,0,0,101,1231,        ,10439
81-755,4,Natural Pond,3,0,2,101,1231,        ,10440
77-858,4,South Hills Reservoir,5,0,0,101,1231,        ,10441
71-751,2,Old Cedar Sheep Association Res.,14.25,0,0,101,1231,        ,10442
81-185,4,Unnamed,5,8,0,101,1231,        ,10443
81-185,5,Unnamed,5,8,0,101,1231,        ,10444
71-737,2,Old Cedar Sheep Association Res.,14.25,0,0,101,1231,        ,10445
75-1181,3,Mark Pond Reservoir,0.5,10,0,101,1231,        ,10446
81-702,3,Meadow Pond,0.25,0,0.1,101,1231,        ,10447
69-56,1,Crickett Reservoir #2,3.44,8,0.7,101,1231,        ,10448
89-1434,4,West Coyote Reservoir,3,0,0,101,1231,        ,10449
85-96,1,Fisher Spring Stock Reservoir,1,0,0,101,1231,        ,10450
71-1785,3,Dry Gulch Reservoir,3,0,0,101,1231,        ,10451
77-408,4,Three Creeks Reservoir,2029.23,70,57,401,630,        ,10453
71-408,3,Newcastle Reservoir,5645.19,0,0,501,1001,        ,10454
81-135,1,Pine Valley Reservoir,82,39,7.6,101,1231,        ,10455
71-2981,6,Old Iron Town Reservoir,70,21,7,101,1231,        ,10456
81-2039,2,Unnamed Reservoir,1.5,4,0,101,1231,        ,10457
97-1023,2,Red Divide Res. No.2,0.5,0,0,101,1231,        ,10458
81-2031,2,Red Hollow Reservoir,15,7,0,101,1231,        ,10459
77-28,4,Blue Lake Reservoir,406.34,0,0,1101,430,        ,10460
77-866,3,Big Hollow Reservoir,2,0,0,101,1231,        ,10461
81-740,27,Upper Reservoir,0.2,4,0,101,1231,        ,10462
81-2873,2,Unnamed,0.25,2,0,101,1231,        ,10463
81-2872,2,Unnamed,0.75,3,0,101,1231,        ,10464
71-2687,4,Salt Cove Reservoir,3.1,0,0,101,1231,        ,10465
77-561,4,Top of Cedar Reservoir,5,0,0,101,1231,        ,10466
81-1910,2,Esplin Stock Reservoir,0.5,3,0,101,1231,        ,10467
81-2910,2,Unnamed,1,4,0,101,1231,        ,10468
81-2067,2,Pine Mountain Reservoir,0.25,4,0,101,1231,        ,10469
75-692,4,Wide Mouth Reservoir #1,0.25,0,0,101,1231,        ,10470
71-1950,4,Rock Canyon Reservoir,0.36,0,0,101,1231,        ,10471
71-2502,4,Red Rock Reservoir,2.439,0,0,101,1231,        ,10472
81-2111,1,Unnamed Reservoir,0.07,4,0.02,101,1231,        ,10473
13-4001,1,Earthen Dikes and Ditches,3300,4,2200,101,1231,        ,12563
55-12689,3,Unnamed,3,8,0.65,101,1231,        ,12564
71-1596,6,Cottonwood Spring Reservoir,0.05,3,0.016,521,930,        ,13263
71-1580,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13558
71-1590,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13598
71-1614,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13630
85-60,10,unnamed,90,20,9,101,1231,        ,10480
81-2916,1,Unnamed,0.8,3,0,101,1231,        ,10481
89-1464,4,Lake Richard,36500,0,650,101,1231,        ,10482
89-143,1,Unnamed,404,25,42,101,1231,        ,10483
71-2346,4,Rock Canyon Reservoir,0.3,0,0,101,1231,        ,10484
85-692,2,Unnamed Reservoir,1,0,0,101,1231,        ,10485
71-2708,4,Salt Spring Reservoir,2.5,0,0,101,1231,        ,10486
73-754,3,Corry House Reservoir,0.002,0,0,101,1231,        ,10487
81-1904,2,Black Warrior Reservoir,2,6,0,101,1231,        ,10488
77-37,12,Three Creeks Reservoir,2029.23,70,0,101,1231,        ,10489
81-299,4,Small Reservoir,0.777,0,0,101,1231,        ,10490
81-299,5,Large Reservoir,74.208,0,0,101,1231,        ,10491
71-409,3,Newcastle Reservoir,5645.19,0,0,301,1101,        ,10492
75-1174,3,North Spring Reservoir,0.25,8,0,101,1231,        ,10493
81-2875,2,Unnamed,1,4,0,101,1231,        ,10494
89-1164,1,Jack Riggs Reservoir,3,0,0,101,1231,        ,10495
81-1851,4,Maple Reservoir,0.2,4,0,101,1231,        ,10496
71-1622,5,Wild Horse Reservoir,2.37,0,0,101,1231,        ,10497
89-1206,2,Unnamed Reservoir,0.5,0,0,101,1231,        ,10498
81-2052,2,Laub Pond,0.4,3,0,101,1231,        ,10499
81-2857,2,Frog Hollow #3,0.75,3,0,101,1231,        ,10500
71-1943,4,Unnamed Reservoir,0.34,0,0,101,1231,        ,10501
81-2979,28,Manganese,0.25,4,0,101,1231,        ,10503
71-2309,4,Red Bench Reservoir,4.59,0,0,101,1231,        ,10505
71-644,8,Alger Reservoir,5.64,0,0,101,1231,        ,10506
81-1597,4,Unnamed Reservoir,9.3,6,0,101,1231,        ,10507
81-1597,5,Unnamed Reservoir,18.7,6,0,101,1231,        ,10508
71-2706,4,Salt Spring Reservoir,2.5,0,0,101,1231,        ,10509
81-38,11,Reservoir `B`,2.6,7,0.65,101,1231,        ,10510
89-1355,4,South Indian Hollow Reservoir,41,0,0,101,1231,        ,10511
77-855,3,Blue Valley Reservoir #1,5,0,0,101,1231,        ,10512
89-130,1,Unnamed Reservoir,1279,125,29.5,101,1231,        ,10513
81-1090,1,Velmas Spring Reservoir,0.75,12,0.15,101,1231,        ,10514
81-2823,2,Harris Flat Reservoir,1,3,0,101,1231,        ,10515
85-263,1,Sam Brink Reservoir,25,0,0,101,1231,        ,10516
77-14,16,Unnamed Reservoir,73,0,0,101,1231,        ,10517
71-930,2,Blue Grass Reservoir,10.198,0,0,101,1231,        ,10518
81-1466,6,Burt Reservoir,0.37,10,0.15,101,1231,        ,10519
75-1407,4,Coyote Lake,40,0,0,101,1231,        ,10521
97-1014,3,Divide Check Reservoir,0.5,0,0,101,1231,        ,10522
71-2369,4,California Road Reservoir,1.3,0,0,401,1231,        ,10523
71-2891,4,Mountain Top Stockwatering Pond,0.5,0,0,101,1231,        ,10524
81-2891,2,Floyd Wright,0.75,5,0,101,1231,        ,10525
81-1984,2,Mexican Flat Reservoir,0.1,0,0,101,1231,        ,10526
71-2895,5,Blackhills #1 Stockpond,0.5,0,0,101,1231,        ,10528
89-1407,4,Cockscomb Reservoir,1,0,0,101,1231,        ,10529
81-605,4,Fish Pond Reservoir,2.5,0,0,101,1231,        ,10530
81-2830,2,Unnamed,8,8,0,101,1231,        ,10531
71-901,4,West Point Reservoir,3.43,0,0,101,1231,        ,10532
89-919,2,Vermillion Reservoir #1,0.5,0,0,101,1231,        ,10533
81-2525,12,Unnamed Reservoir,0.25,8,0,101,1231,        ,10534
81-2080,2,Duncan Canyon,0.5,3,0,101,1231,        ,10535
69-27,4,unnamed reservoir,14.85,15,0,101,1231,        ,10536
89-1220,3,Butler Valley Reservoir,15,0,0,101,1231,        ,10537
81-2014,2,Dry Lake,0.2,3,0,101,1231,        ,10538
81-2941,2,Grassy Flat Reservoir #2,1,6,0,101,1231,        ,10539
89-1181,1,Rider Reservoir,2,0,0,101,1231,        ,10540
71-2167,2,Cow Hollow Reservoir,3.8,0,0,101,1231,        ,10541
85-98,1,Fisher Spring Stock Reservoir,1,0,0,101,1231,        ,10542
75-691,4,Burnt Mt. Reservoir,2.5,0,0,101,1231,        ,10543
85-691,1,Unnamed Reservoir,0.1,0,0,101,1231,        ,10544
71-1382,4,Paradise Reservoir,2.4,0,0,101,1231,        ,10545
81-917,2,Concrete Dam #1,400,100,26.7,101,1231,        ,10546
81-917,3,Concrete Dam #2,100,25,26.7,101,1231,        ,10547
81-917,4,Concrete Dam #3,50,25,26.6,101,1231,        ,10548
81-128,3,Unnamed Reservoir,0,8,0,101,1231,        ,10549
71-4111,8,Cattail Pond,0.5,5,0.25,101,1231,        ,10550
89-30,3,Unnamed Reservoir,1.168,0,0,101,1231,        ,10551
81-2786,2,Jones Hollow,0.5,4,0,101,1231,        ,10552
89-155,3,Unnamed Reservoir,5.5,0,0,101,1231,        ,10553
81-3128,1,Unnamed,0.5,6,0,101,1231,        ,10554
81-191,4,Unnamed,39,12,0,101,1231,        ,10555
81-3423,4,Spring #2 Reservoir,1,6,0,101,1231,        ,10556
81-1037,9,Losee Reservoir #1,0.01,2,0,101,1231,        ,10557
81-2785,2,Sawyer Canyon,0.5,4,0,101,1231,        ,10558
19-318,4,Unnamed Reservoir,20,20,5,101,1231,        ,10559
81-2913,3,Gooseberry #5,2,5,0,101,1231,        ,10560
71-2032,2,Unnamed Wash,0.24,4,0,101,1231,        ,10561
71-745,2,Webster Reservoir,0.12,0,0,101,1231,        ,10562
81-1092,1,Oak Gates Spring Reservoir,0.2,3,0.05,101,1231,        ,10563
89-1161,3,Brigham Plains Reservoir #3,0.5,0,0,101,1231,        ,10564
71-2455,2,Unnamed,5,0,0,101,1231,        ,10565
81-2905,2,Eagle Allotment,1,4,0,101,1231,        ,10566
89-1408,4,Five Mile Reservoir,1,0,0,101,1231,        ,10567
77-238,4,South Creek Reservoir #4,0.5,0,0,101,1231,        ,10568
71-2106,6,Terry Reservoir,28,0,0,101,1231,        ,10569
89-1180,1,Angus Swapp Reservoir #1,5,0,0,101,1231,        ,10570
81-2106,1,Unnamed Reservoir,0.15,5,0.03,101,1231,        ,10571
81-2069,2,Wheatgrass Reservoir,0.25,4,0,101,1231,        ,10572
81-2107,3,Two Unnamed Reservoirs,0.2,4,0.03,101,1231,        ,10573
81-2252,1,Gunlock Reservoir,10880,115,264,101,1231,        ,10574
81-1920,2,Esplin Stock Reservoir,0.4,3,0,101,1231,        ,10575
81-2920,2,Unnamed,3,4,0,101,1231,        ,10576
81-1969,2,Unnamed Reservoir,1,6,0,101,1231,        ,10577
77-184,2,Three Creeks Reservoir,228.71,0,0,401,1031,        ,10578
75-980,4,Yankee Meadow Reservoir,1100,0,0,101,1231,        ,10579
89-1213,2,Unnamed Reservoir,2,0,0,101,1231,        ,10580
71-3053,4,Minersville PL566 #23 (Linc Bench),3.5,12,0,101,1231,        ,10581
71-2893,4,Ox Valley Lake Stockwatering Pond,0.5,0,0,101,1231,        ,10582
81-2900,2,Unnamed,0.5,4,0,101,1231,        ,10583
81-980,3,Old Hemingway Reservoir,2,12,0.25,101,1231,        ,10584
77-109,4,Green Hills Reservoir,1,8,0,315,615,        ,10585
81-1801,3,Slew Spring Reservoir,0.2,4,0,101,1231,        ,10586
81-2033,2,Unnamed Reservoir,0.6,2,0,101,1231,        ,10587
81-1877,2,Nervine Spring Reservoir,0.1,5,0,101,1231,        ,10588
81-1769,4,Holt,0.25,5,0,101,1231,        ,10589
81-2975,2,Divide,0.5,4,0,101,1231,        ,10590
81-2037,2,Apex 3 Reservoir,0.1,2,0,101,1231,        ,10591
14-79,7,Vance Spring Reservoir,0,0,0,501,930,        ,10592
71-2037,2,unnamed Reservoir,0.16,4,0,101,1231,        ,10593
71-2040,2,unnamed Reservoir,0.16,4,0,101,1231,        ,10594
81-3832,4,South Ash Creek Reservoir,11250,140,204,101,1231,        ,10595
81-2047,2,Curly Hollow Reservoir,1.12,5,0,101,1231,        ,10596
81-316,4,Tolley Reservoir,0.15,5,0,101,1231,        ,10597
81-2048,2,Upper Curly Hollow Pond,0.45,2,0,101,1231,        ,10598
89-1219,3,Round Valley Tanks Reservoir,0.5,0,0,101,1231,        ,10599
89-82,4,Unnamed Reservoir,13,0,0,101,1231,        ,10600
89-924,4,East Bunting Little Reservoir,0.5,0,0,101,1231,        ,10601
69-83,8,Unnamed,1,20,1,101,1231,        ,10602
81-2591,2,Atkin Spring Reservoir,1,0,0,101,1231,        ,10603
81-14,12,11 Unnamed Reservoirs,18,0,0,101,1231,        ,10604
81-737,12,Spendlove Reservoir,10,15,0,101,1231,        ,10605
71-1959,4,Unnamed Reservoir,0.01,0,0,101,1231,        ,10606
71-2031,2,unnamed Reservoir,0.18,3,0,101,1231,        ,10607
71-2912,4,Unnamed Reservoir,0.01,0,0,101,1231,        ,10608
71-1677,4,Iron Mine,8.54,0,0,101,1231,        ,10609
81-84,6,Unnamed,2,10,0,101,1231,        ,10610
81-98,9,Unnamed,2,5,0,101,1231,        ,10611
81-216,5,Fish Pond,4,6,0,101,1231,        ,10612
May-71,4,Pond,0.1653,4,0.0412,101,1231,        ,12568
43-3412,133,Johnson Bottom,267,5,146,1101,331,        ,12597
43-3412,138,L-01 (Leota Bottom),151,5,56,1101,331,        ,12598
43-3412,139,L-02 (Leota Bottom),225,5,86,1101,331,        ,12599
43-3412,140,L-03 (Leota Bottom),375,5,106,1101,331,        ,12600
43-3412,141,L-04 (Leota Bottom),335,5,84,1101,331,        ,12601
43-3412,142,L-05 (Leota Bottom),215,5,79,1101,331,        ,12602
43-3412,146,L-06 (Leota Bottom),355,5,98,1101,331,        ,12603
43-3412,147,L-07 (Leota Bottom),267,5,118,1101,331,        ,12604
43-3412,148,L-07A (Leota Bottom),39,5,20,1101,331,        ,12605
45-5877,4,East Draw Reservoir,0.75,4,0.26,101,1231,        ,14047
81-3412,1,West Reservoir,3,4,1,101,1231,        ,10628
81-754,6,Natural Pond,3,0,2,101,1231,        ,10629
81-3417,5,Hay Canyon,6,12,0.5,101,1231,        ,10630
81-3422,4,Spring #1 Reservoir,2,8,0,101,1231,        ,10631
97-2236,2,Copper Creek Reservoir #2,4,15,3,101,1231,        ,10632
81-3424,4,Spring #3 Reservoir,2,10,0,101,1231,        ,10633
81-3426,1,Spring #5 Reservoir,1,6,0,101,1231,        ,10634
89-1484,9,Unnamed,19,20,6,101,1231,        ,10635
81-3446,7,Cattail Pond Reservoir,9.8,5,2.8,101,1231,        ,10636
81-3438,3,Spring Run Reservoir,5,3,2.25,101,1231,        ,10637
81-3439,3,Skunk Spring Area Reservoir,16.5,17,2.75,101,1231,        ,10638
81-3440,3,Spring Run Reservoir,5,3,2.25,101,1231,        ,10639
81-3440,4,Skunk Spring Area Reservoir,16.5,17,2.75,101,1231,        ,10640
81-1266,7,Danish Ranch Reservoir #2,1.5,10,0.25,101,1231,        ,10641
97-45,4,Escalante Reservoir,23279,147,725,101,1231,        ,10642
81-2426,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10643
81-38,10,Reservoir `A`,2.1,6,0.6,101,1231,        ,10645
81-680,22,East Pond,0.65,6,0.17,101,1231,        ,10646
81-3458,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10647
81-3460,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10648
81-3461,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10649
81-3462,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10650
81-3463,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10651
81-3879,1,Dianes Reservoir,0.1,5,0.2,101,1231,        ,10652
63-4660,1,Robert Kayleen Reservoir,19,19,3.26,101,1231,        ,10653
81-3466,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10654
81-3467,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10655
81-3468,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10656
81-3469,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10657
81-3470,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10658
81-3471,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10659
81-3999,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10660
81-3107,13,Quail Creek,40325,209,590,101,1231,        ,10661
81-3477,2,Unnamed,6,7,2,101,1231,        ,10662
81-3485,2,Unnamed,1,6,0,101,1231,        ,10663
81-3486,2,Unnamed,1.5,6,0,101,1231,        ,10664
81-3490,2,Unnamed,1,6,0,101,1231,        ,10665
81-3506,6,Aspen Lake,100,0,10.33,101,1231,        ,10666
81-3507,6,Trossoch Loch Mountain Lake,7.2,22,2.4,101,1231,        ,10667
81-3193,7,Upper LaVanger Lake,22.5,0,7.5,101,1231,        ,10668
81-2987,7,Lower LaVanger Lake,46.5,0,15.5,101,1231,        ,10669
81-3492,5,North Reservoir,5.88,10,0.98,101,1231,        ,10670
81-3492,6,South Reservoir,6,10,1,101,1231,        ,10671
81-3493,8,Kerns Reservoir,7.25,10,1.2,101,1231,        ,10672
29-4347,1,#1,17,2,3,101,1231,        ,10673
97-88,30,Wide Hollow Reservoir,2324.53,48,146,302,1030,        ,10674
May-16,4,Unnamed Pond,0.192,0,0.0384,101,1231,        ,10675
81-3789,4,Golden Pond,3.2,8,0.54,101,1231,        ,10676
71-3263,10,Unnamed Storage Pond,1,0,0.25,101,1231,        ,10677
29-3825,2,2 unnamed ponds,4,4,1.33,101,1231,        ,10678
71-3376,11,Unnamed evaporation pond,0.33,18,1,101,1231,        ,10679
81-3552,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10681
81-4059,5,Unnamed Reservoir,1,8,0.2,101,1231,        ,10682
81-3554,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10683
81-3555,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10684
81-3556,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10685
81-684,5,Unnamed overnight storage,6.34,12,1.36,101,1231,        ,10686
81-38,12,Recreation Reservoir,2.2,3,0.45,101,1231,        ,10687
81-3735,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10688
81-3584,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10689
May-94,2,Unnamed Pond,0.14,6,0.04,101,1231,        ,10690
81-2735,1,Unnamed,0.9,6,0,101,1231,        ,10691
81-2733,1,Unnamed,0.9,6,0,101,1231,        ,10692
81-2734,1,Unnamed,0.9,6,0,101,1231,        ,10693
81-2663,2,Black Rock Reservoir #1,34.4,14,4.3,101,1231,        ,10694
81-2663,3,Black Rock Reservoir #2,1.08,16,0.12,101,1231,        ,10695
81-2506,6,Reservoir 40,4,15,1.33,101,1231,        ,10696
81-3133,5,Mosquito,0.5,6,0,101,1231,        ,10697
89-1490,2,Smokey Hollow Reservoir,0.5,8,0.17,101,1231,        ,10698
89-1492,2,Smokey Hollow Reservoir #2,0.5,8,0.17,101,1231,        ,10699
81-3996,3,Unnamed Reservoir,55000,200,750,101,1231,        ,10700
81-3141,4,Unnamed,3,5,1.5,101,1231,        ,10701
81-247,4,Unnamed,23,10,0,301,1031,        ,10702
81-3635,2,Homestead Reservoir,1,5,0,101,1231,        ,10703
97-1962,2,New Thompson Mesa Reservoir,1,10,0.5,101,1231,        ,10704
77-153,12,Unnamed reservoir,7.3,9,1.5,101,1231,        ,10705
81-3653,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10706
71-641,128,Lower Enterprise Reservoir,2295.35,76,102,101,1231,        ,10707
71-641,129,Regulating Reservoir,10,0,3,101,1231,        ,10708
71-639,129,Regulating Reservoir,10,0,3,101,1231,        ,10709
71-727,2,Upper Enterprise Reservoir,10000,77,380,101,1231,        ,10710
71-727,128,Lower Enterprise Reservoir,2295.35,76,102,101,1231,        ,10711
71-727,129,Regulating Reservoir,10,0,3,101,1231,        ,10712
97-2016,2,Copper Creek Benches Reservoir #2,0.8,10,0.16,101,1231,        ,10713
73-2702,7,Unnamed Pond,1.33,4,0.25,101,1231,        ,10714
81-3693,1,Beaver Dam Wash,26000,200,400,101,1231,        ,10715
81-2235,15,Toms Reservoir,1,6,0,101,1231,        ,10716
81-3699,2,Ft. Pearce Wash,134591,200,2730,101,1231,        ,10717
73-2647,4,Woods Pond,6.1,30,1.2,101,1231,        ,10718
97-1969,2,On-site Storage Tank,0.6,0,0,101,1231,        ,10719
81-3719,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10720
81-680,19,Lower Harris Spring Pond,0.065,5,0.02,101,1231,        ,10721
97-2195,2,Unnamed,6100,130,200,101,1231,        ,10722
81-4259,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10723
35-10425,23,2 Ponds,0,0,1.29,101,1231,        ,10724
97-1971,4,Fish Runs,6,4,1.5,101,1231,        ,10725
97-1971,5,settling basin,3,4,0.75,101,1231,        ,10726
97-1979,2,Shitamaring Point Reservoir,1.3,16,2,101,1231,        ,10727
81-3745,8,Renchers Reservoir,20,10,5,101,1231,        ,10728
75-21,8,Co-op Valley Reservoir,2246,0,213,901,430,        ,10729
97-1978,13,Keith Taylor Reservoir,4,16,2,101,1231,        ,10730
97-1980,5,Ted Jones,1,8,0.33,101,1231,        ,10731
81-3750,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10732
81-2476,9,Quail Creek,40325,209,590,101,1231,        ,10733
81-3761,6,Unnamed,0.25,8,0.1,101,1231,        ,10734
97-1982,4,Unnamed Reservoir,32,25,5.25,101,1231,        ,10735
